"","prim_state","area","area_name","occ_code1","occ_code2","occ_title","occ_group","tot_emp","emp_prse","jobs_1000","loc_quotient","h_mean","a_mean","mean_prse","h_pct10","h_pct25","h_median","h_pct75","h_pct90","a_pct10","a_pct25","a_median","a_pct75","a_pct90","annual","hourly","quartilespread","industry"
"108","CO","19740","Denver-Aurora-Lakewood, CO","19","1012","Food Scientists and Technologists",NA,60,19.5,0.043,0.41,42.06,87480,4.2,23.77,29.17,41.75,51.18,64.41,49440,60680,86840,106460,133960,NA,NA,45780,"Life, Physical, and Social Science Occupations"
"109","CO","19740","Denver-Aurora-Lakewood, CO","19","1021","Biochemists and Biophysicists",NA,160,10.2,0.11,0.57,42.04,87450,10.2,21.2,27.53,39.3,54.29,69.53,44090,57260,81740,112920,144620,NA,NA,55660,"Life, Physical, and Social Science Occupations"
"110","CO","19740","Denver-Aurora-Lakewood, CO","19","1022","Microbiologists",NA,240,38.6,0.168,1.09,32.6,67810,6.1,17.73,25.74,31.42,39.55,47.62,36890,53540,65350,82260,99040,NA,NA,28720,"Life, Physical, and Social Science Occupations"
"111","CO","19740","Denver-Aurora-Lakewood, CO","19","1023","Zoologists and Wildlife Biologists",NA,140,26.6,0.094,0.76,32.4,67400,2.5,20.52,25.42,30.64,39.9,48.22,42670,52870,63740,82980,100310,NA,NA,30110,"Life, Physical, and Social Science Occupations"
"112","CO","19740","Denver-Aurora-Lakewood, CO","19","1029","Biological Scientists, All Other",NA,260,17.5,0.181,0.69,37.44,77880,3,25.91,30.86,37.14,43.85,48.87,53900,64180,77250,91220,101640,NA,NA,27040,"Life, Physical, and Social Science Occupations"
"113","CO","19740","Denver-Aurora-Lakewood, CO","19","1031","Conservation Scientists",NA,260,23,0.178,1.15,34.69,72150,5.7,21.41,24.98,31.78,40.94,52.8,44530,51950,66110,85150,109830,NA,NA,33200,"Life, Physical, and Social Science Occupations"
"114","CO","19740","Denver-Aurora-Lakewood, CO","19","1032","Foresters",NA,NA,NA,NA,NA,29.2,60740,3.1,17.42,21.65,27.96,37.09,43.81,36230,45020,58150,77140,91120,NA,NA,32120,"Life, Physical, and Social Science Occupations"
"115","CO","19740","Denver-Aurora-Lakewood, CO","19","1041","Epidemiologists",NA,250,1.5,0.172,3.56,30.81,64080,2.8,26.35,27.38,30.54,32.61,36.74,54820,56940,63520,67830,76410,NA,NA,10890,"Life, Physical, and Social Science Occupations"
"116","CO","19740","Denver-Aurora-Lakewood, CO","19","1042","Medical Scientists, Except Epidemiologists",NA,780,9.4,0.541,0.69,41.45,86210,23.9,20.32,22.3,26.23,39.98,94.74,42260,46370,54570,83160,197060,NA,NA,36790,"Life, Physical, and Social Science Occupations"
"117","CO","19740","Denver-Aurora-Lakewood, CO","19","2021","Atmospheric and Space Scientists",NA,NA,NA,NA,NA,34.67,72120,2.9,27.08,30.79,34.03,37.57,39.56,56330,64030,70780,78140,82280,NA,NA,14110,"Life, Physical, and Social Science Occupations"
"118","CO","19740","Denver-Aurora-Lakewood, CO","19","2031","Chemists",NA,760,9.6,0.527,0.89,37.5,77990,4.8,18.04,25.23,35.55,49.16,59.16,37520,52470,73940,102260,123050,NA,NA,49790,"Life, Physical, and Social Science Occupations"
"119","CO","19740","Denver-Aurora-Lakewood, CO","19","2032","Materials Scientists",NA,100,18.9,0.069,1.31,52.1,108360,8.4,32.4,37.62,51.5,67.84,75.92,67400,78240,107120,141100,157910,NA,NA,62860,"Life, Physical, and Social Science Occupations"
"120","CO","19740","Denver-Aurora-Lakewood, CO","19","2041","Environmental Scientists and Specialists, Including Health",NA,1570,13.8,1.088,1.89,45.2,94020,5.5,25.21,32.05,41.3,55.15,73.66,52430,66670,85910,114700,153210,NA,NA,48030,"Life, Physical, and Social Science Occupations"
"121","CO","19740","Denver-Aurora-Lakewood, CO","19","2042","Geoscientists, Except Hydrologists and Geographers",NA,1160,10.9,0.804,4.02,65.78,136820,9.7,27.93,39.35,55.13,80.41,208000,58090,81850,114670,167250,208000,NA,NA,85400,"Life, Physical, and Social Science Occupations"
"122","CO","19740","Denver-Aurora-Lakewood, CO","19","2043","Hydrologists",NA,270,46.5,0.186,4.18,47.05,97860,3,34.22,40.09,47.34,54.92,59.99,71170,83400,98460,114230,124770,NA,NA,30830,"Life, Physical, and Social Science Occupations"
"123","CO","19740","Denver-Aurora-Lakewood, CO","19","3011","Economists",NA,160,9.4,0.11,0.8,46.68,97090,4.6,25.91,36.64,45.1,55.13,63.25,53900,76220,93820,114670,131570,NA,NA,38450,"Life, Physical, and Social Science Occupations"
"124","CO","19740","Denver-Aurora-Lakewood, CO","19","3022","Survey Researchers",NA,80,43.3,0.057,0.73,32.75,68120,16.7,16.97,20.16,24.81,37.06,60.68,35310,41930,51600,77090,126220,NA,NA,35160,"Life, Physical, and Social Science Occupations"
"125","CO","19740","Denver-Aurora-Lakewood, CO","19","3031","Clinical, Counseling, and School Psychologists",NA,1540,7.8,1.069,1.41,40.52,84270,3,20.55,32.27,40.4,52.29,59.94,42740,67110,84030,108750,124660,NA,NA,41640,"Life, Physical, and Social Science Occupations"
"126","CO","19740","Denver-Aurora-Lakewood, CO","19","3039","Psychologists, All Other",NA,90,12,0.063,0.7,46.09,95860,2.8,21.86,44.7,50.65,55.13,58.11,45480,92970,105350,114660,120860,NA,NA,21690,"Life, Physical, and Social Science Occupations"
"127","CO","19740","Denver-Aurora-Lakewood, CO","19","3051","Urban and Regional Planners",NA,380,6.5,0.262,1.06,38.17,79390,1.4,26.32,30.66,37.17,45.39,51.68,54740,63770,77320,94420,107490,NA,NA,30650,"Life, Physical, and Social Science Occupations"
"128","CO","19740","Denver-Aurora-Lakewood, CO","19","3091","Anthropologists and Archeologists",NA,60,22.4,0.044,1.02,35.62,74090,5.2,19.37,26.53,36.09,44.7,52.41,40290,55180,75070,92970,109000,NA,NA,37790,"Life, Physical, and Social Science Occupations"
"129","CO","19740","Denver-Aurora-Lakewood, CO","19","3092","Geographers",NA,50,0,0.035,3.61,40.58,84420,2.8,31.35,32.41,40.09,46.18,53.64,65210,67410,83400,96060,111560,NA,NA,28650,"Life, Physical, and Social Science Occupations"
"130","CO","19740","Denver-Aurora-Lakewood, CO","19","3099","Social Scientists and Related Workers, All Other",NA,360,11.6,0.247,0.99,38.73,80550,6.2,25.03,27.78,35.55,47.68,55.13,52050,57790,73940,99170,114670,NA,NA,41380,"Life, Physical, and Social Science Occupations"
"131","CO","19740","Denver-Aurora-Lakewood, CO","19","4021","Biological Technicians",NA,2270,6.2,1.576,3,23.75,49400,1.9,14.92,17.68,22.77,28.8,35.04,31040,36780,47360,59900,72870,NA,NA,23120,"Life, Physical, and Social Science Occupations"
"132","CO","19740","Denver-Aurora-Lakewood, CO","19","4031","Chemical Technicians",NA,590,12.5,0.411,0.91,23.92,49750,3.3,15.25,18.67,23.03,28.59,35.04,31720,38840,47900,59460,72890,NA,NA,20620,"Life, Physical, and Social Science Occupations"
"133","CO","19740","Denver-Aurora-Lakewood, CO","19","4061","Social Science Research Assistants",NA,160,28.6,0.113,0.51,23.47,48810,2.1,14.31,19.01,23.24,28.08,32.92,29760,39540,48340,58400,68480,NA,NA,18860,"Life, Physical, and Social Science Occupations"
"134","CO","19740","Denver-Aurora-Lakewood, CO","19","4091","Environmental Science and Protection Technicians, Including Health",NA,430,32,0.3,1.3,22.63,47080,3.9,15.95,17.87,21.02,24.14,32.35,33190,37170,43720,50210,67290,NA,NA,13040,"Life, Physical, and Social Science Occupations"
"135","CO","19740","Denver-Aurora-Lakewood, CO","19","4092","Forensic Science Technicians",NA,210,0.3,0.143,1.35,30.83,64130,1.3,20.56,24.93,29.71,36.43,43.52,42770,51860,61800,75770,90520,NA,NA,23910,"Life, Physical, and Social Science Occupations"
"136","CO","19740","Denver-Aurora-Lakewood, CO","19","4093","Forest and Conservation Technicians",NA,120,18.1,0.082,0.38,20.89,43450,4.3,13.62,15.29,17.19,26.35,30.25,28320,31790,35750,54800,62920,NA,NA,23010,"Life, Physical, and Social Science Occupations"
"137","CO","19740","Denver-Aurora-Lakewood, CO","19","4099","Life, Physical, and Social Science Technicians, All Other",NA,600,10.5,0.414,0.88,25.24,52490,5.5,12.8,17.11,22.88,31.41,41.99,26620,35580,47590,65330,87340,NA,NA,29750,"Life, Physical, and Social Science Occupations"
"138","CO","19740","Denver-Aurora-Lakewood, CO","21","1012","Educational, Guidance, School, and Vocational Counselors",NA,2100,3.9,1.456,0.76,25.66,53370,4.4,14.75,19.75,23.31,29.99,37.54,30690,41070,48470,62390,78080,NA,NA,21320,"Community and Social Service Occupations"
"139","CO","19740","Denver-Aurora-Lakewood, CO","21","1013","Marriage and Family Therapists",NA,510,32,0.354,1.18,29.32,60980,9.6,9.68,17.48,31.45,37.97,46.2,20130,36360,65420,78980,96090,NA,NA,42620,"Community and Social Service Occupations"
"140","CO","19740","Denver-Aurora-Lakewood, CO","21","1015","Rehabilitation Counselors",NA,940,20.2,0.653,0.9,23.39,48660,9.3,11.26,13.65,21.57,32.07,36.63,23410,28390,44860,66700,76200,NA,NA,38310,"Community and Social Service Occupations"
"141","CO","19740","Denver-Aurora-Lakewood, CO","21","1018","Substance Abuse, Behavioral Disorder, and Mental Health Counselors",NA,3610,7.7,2.503,1.47,23.04,47930,3.2,13.27,16.12,21.35,28.42,36.47,27610,33530,44410,59100,75850,NA,NA,25570,"Community and Social Service Occupations"
"142","CO","19740","Denver-Aurora-Lakewood, CO","21","1019","Counselors, All Other",NA,80,12.3,0.057,0.3,32.17,66920,4.6,17.02,20.94,28.08,41.97,55.74,35410,43560,58410,87290,115930,NA,NA,43730,"Community and Social Service Occupations"
"143","CO","19740","Denver-Aurora-Lakewood, CO","21","1022","Healthcare Social Workers",NA,1570,6.6,1.087,0.92,25.97,54030,3.2,16.05,19.76,25.33,30.38,36.94,33390,41110,52680,63190,76840,NA,NA,22080,"Community and Social Service Occupations"
"144","CO","19740","Denver-Aurora-Lakewood, CO","21","1023","Mental Health and Substance Abuse Social Workers",NA,1190,10.5,0.824,1.05,20.83,43330,3.8,12.73,15.25,19.12,26.04,30.81,26470,31720,39780,54170,64080,NA,NA,22450,"Community and Social Service Occupations"
"145","CO","19740","Denver-Aurora-Lakewood, CO","21","1029","Social Workers, All Other",NA,530,13.3,0.368,0.9,29.14,60610,3.1,17.44,23.27,29.24,36.47,40.77,36280,48400,60820,75850,84790,NA,NA,27450,"Community and Social Service Occupations"
"146","CO","19740","Denver-Aurora-Lakewood, CO","21","1091","Health Educators",NA,450,10.5,0.312,0.77,27.96,58160,4.1,16.98,20.46,26.76,33.66,41.95,35320,42560,55660,70010,87250,NA,NA,27450,"Community and Social Service Occupations"
"147","CO","19740","Denver-Aurora-Lakewood, CO","21","1092","Probation Officers and Correctional Treatment Specialists",NA,990,6.3,0.688,1.12,28.68,59660,1.4,19.71,23.52,27.62,33.87,40.12,41000,48920,57450,70440,83440,NA,NA,21520,"Community and Social Service Occupations"
"148","CO","19740","Denver-Aurora-Lakewood, CO","21","1093","Social and Human Service Assistants",NA,930,13.6,0.643,0.24,17.8,37030,2,12.62,15.28,17.57,20.48,23.72,26250,31780,36540,42600,49330,NA,NA,10820,"Community and Social Service Occupations"
"149","CO","19740","Denver-Aurora-Lakewood, CO","21","1094","Community Health Workers",NA,400,23.9,0.279,0.73,22.88,47580,7.8,15.23,17.07,20.78,26.28,34.7,31680,35510,43220,54670,72180,NA,NA,19160,"Community and Social Service Occupations"
"150","CO","19740","Denver-Aurora-Lakewood, CO","21","1099","Community and Social Service Specialists, All Other",NA,1230,11.6,0.852,1.2,21,43680,4.4,9.81,13.98,20.17,26.8,31.49,20400,29070,41950,55740,65500,NA,NA,26670,"Community and Social Service Occupations"
"151","CO","19740","Denver-Aurora-Lakewood, CO","21","2011","Clergy",NA,250,10.4,0.176,0.5,26.97,56090,3.7,17.77,21.36,25.7,30.33,41.35,36960,44430,53460,63090,86010,NA,NA,18660,"Community and Social Service Occupations"
"152","CO","19740","Denver-Aurora-Lakewood, CO","21","2021","Directors, Religious Activities and Education",NA,70,30.6,0.049,0.33,36.04,74960,10,15.67,21.25,41.06,45.55,48.59,32600,44200,85400,94750,101070,NA,NA,50550,"Community and Social Service Occupations"
"153","CO","19740","Denver-Aurora-Lakewood, CO","21","2099","Religious Workers, All Other",NA,150,33,0.107,1.86,16.68,34690,6,9.3,9.31,16.53,21.66,24.45,19350,19360,34380,45040,50850,NA,NA,25680,"Community and Social Service Occupations"
"154","CO","19740","Denver-Aurora-Lakewood, CO","23","1011","Lawyers",NA,8480,5.6,5.875,1.33,70.29,146200,6.8,32.73,41.37,62.45,85.79,208000,68070,86050,129890,178440,208000,NA,NA,92390,"Legal Occupations"
"155","CO","19740","Denver-Aurora-Lakewood, CO","23","1021","Administrative Law Judges, Adjudicators, and Hearing Officers",NA,170,0,0.119,1.17,52.45,109100,1.5,30.84,37.12,51.47,65.14,82.74,64140,77200,107060,135500,172100,NA,NA,58300,"Legal Occupations"
"156","CO","19740","Denver-Aurora-Lakewood, CO","23","1022","Arbitrators, Mediators, and Conciliators",NA,30,34.7,0.021,0.5,33.98,70680,12.1,19.91,22.95,30.54,44.7,49.04,41410,47730,63510,92970,102000,NA,NA,45240,"Legal Occupations"
"157","CO","19740","Denver-Aurora-Lakewood, CO","23","1023","Judges, Magistrate Judges, and Magistrates",NA,280,0.8,0.196,0.98,70.87,147410,1.7,55.46,66.62,75.03,77.86,81.21,115360,138560,156070,161940,168910,NA,NA,23380,"Legal Occupations"
"158","CO","19740","Denver-Aurora-Lakewood, CO","23","2011","Paralegals and Legal Assistants",NA,3740,4.3,2.593,1.27,29.05,60430,4.2,16.91,20.75,28.58,36.39,44.04,35170,43160,59440,75690,91610,NA,NA,32530,"Legal Occupations"
"159","CO","19740","Denver-Aurora-Lakewood, CO","23","2091","Court Reporters",NA,280,42.9,0.192,1.8,39.15,81430,14.8,21.35,26.54,35.81,45.85,59.77,44410,55210,74480,95370,124320,NA,NA,40160,"Legal Occupations"
"160","CO","19740","Denver-Aurora-Lakewood, CO","23","2093","Title Examiners, Abstractors, and Searchers",NA,530,19.1,0.367,0.99,30.48,63390,4.2,19.57,23.08,28.71,35.2,41.85,40700,48010,59710,73220,87050,NA,NA,25210,"Legal Occupations"
"161","CO","19740","Denver-Aurora-Lakewood, CO","23","2099","Legal Support Workers, All Other",NA,NA,NA,NA,NA,32.56,67720,2.5,18.32,23.26,29.17,40.11,50.87,38100,48370,60670,83420,105800,NA,NA,35050,"Legal Occupations"
"162","CO","19740","Denver-Aurora-Lakewood, CO","25","1011","Business Teachers, Postsecondary",NA,790,5.4,0.545,0.92,NA,75230,10,NA,NA,NA,NA,NA,29240,38320,66410,100930,147320,"TRUE",NA,62610,"Education, Training, and Library Occupations"
"163","CO","19740","Denver-Aurora-Lakewood, CO","25","1021","Computer Science Teachers, Postsecondary",NA,180,3.4,0.121,0.54,NA,63950,6.4,NA,NA,NA,NA,NA,33750,37020,54500,88110,112640,"TRUE",NA,51090,"Education, Training, and Library Occupations"
"164","CO","19740","Denver-Aurora-Lakewood, CO","25","1022","Mathematical Science Teachers, Postsecondary",NA,460,0.9,0.318,0.89,NA,58220,3.2,NA,NA,NA,NA,NA,34070,39180,53220,66250,91300,"TRUE",NA,27070,"Education, Training, and Library Occupations"
"165","CO","19740","Denver-Aurora-Lakewood, CO","25","1032","Engineering Teachers, Postsecondary",NA,420,0,0.291,1.11,NA,91450,1.6,NA,NA,NA,NA,NA,39410,67990,89380,108260,143690,"TRUE",NA,40270,"Education, Training, and Library Occupations"
"166","CO","19740","Denver-Aurora-Lakewood, CO","25","1042","Biological Science Teachers, Postsecondary",NA,270,1.1,0.186,0.53,NA,58250,3.9,NA,NA,NA,NA,NA,30730,37610,57550,73580,91420,"TRUE",NA,35970,"Education, Training, and Library Occupations"
"167","CO","19740","Denver-Aurora-Lakewood, CO","25","1051","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",NA,140,0,0.095,1.26,NA,69550,1.5,NA,NA,NA,NA,NA,31940,36150,58020,95180,133250,"TRUE",NA,59030,"Education, Training, and Library Occupations"
"168","CO","19740","Denver-Aurora-Lakewood, CO","25","1052","Chemistry Teachers, Postsecondary",NA,160,0.6,0.111,0.75,NA,69880,3.8,NA,NA,NA,NA,NA,40340,47910,62080,84750,103360,"TRUE",NA,36840,"Education, Training, and Library Occupations"
"169","CO","19740","Denver-Aurora-Lakewood, CO","25","1054","Physics Teachers, Postsecondary",NA,110,0.9,0.075,0.78,NA,75040,4.6,NA,NA,NA,NA,NA,37130,52300,69670,95200,124650,"TRUE",NA,42900,"Education, Training, and Library Occupations"
"170","CO","19740","Denver-Aurora-Lakewood, CO","25","1061","Anthropology and Archeology Teachers, Postsecondary",NA,60,0,0.043,1.07,NA,60700,1.6,NA,NA,NA,NA,NA,33410,36910,55980,77480,107930,"TRUE",NA,40570,"Education, Training, and Library Occupations"
"171","CO","19740","Denver-Aurora-Lakewood, CO","25","1062","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",NA,80,1.6,0.053,0.77,NA,51620,7.5,NA,NA,NA,NA,NA,20420,32860,47040,68700,90520,"TRUE",NA,35840,"Education, Training, and Library Occupations"
"172","CO","19740","Denver-Aurora-Lakewood, CO","25","1064","Geography Teachers, Postsecondary",NA,70,0,0.049,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,NA,"Education, Training, and Library Occupations"
"173","CO","19740","Denver-Aurora-Lakewood, CO","25","1065","Political Science Teachers, Postsecondary",NA,150,6.1,0.104,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,NA,"Education, Training, and Library Occupations"
"174","CO","19740","Denver-Aurora-Lakewood, CO","25","1066","Psychology Teachers, Postsecondary",NA,390,4.5,0.271,1.04,NA,50890,11.4,NA,NA,NA,NA,NA,19600,27890,38680,67840,94060,"TRUE",NA,39950,"Education, Training, and Library Occupations"
"175","CO","19740","Denver-Aurora-Lakewood, CO","25","1067","Sociology Teachers, Postsecondary",NA,100,2.1,0.072,0.75,NA,57090,2.8,NA,NA,NA,NA,NA,33900,37880,53390,69520,94240,"TRUE",NA,31640,"Education, Training, and Library Occupations"
"176","CO","19740","Denver-Aurora-Lakewood, CO","25","1071","Health Specialties Teachers, Postsecondary",NA,4730,6.1,3.279,2.4,NA,143820,10.1,NA,NA,NA,NA,NA,52600,77960,121650,190600,208000,"TRUE",NA,112640,"Education, Training, and Library Occupations"
"177","CO","19740","Denver-Aurora-Lakewood, CO","25","1072","Nursing Instructors and Teachers, Postsecondary",NA,900,7.8,0.624,1.6,NA,67980,12.8,NA,NA,NA,NA,NA,20680,40790,69790,91230,104360,"TRUE",NA,50440,"Education, Training, and Library Occupations"
"178","CO","19740","Denver-Aurora-Lakewood, CO","25","1081","Education Teachers, Postsecondary",NA,630,5,0.438,1.03,NA,57570,12.3,NA,NA,NA,NA,NA,24170,34410,61190,75460,89420,"TRUE",NA,41050,"Education, Training, and Library Occupations"
"179","CO","19740","Denver-Aurora-Lakewood, CO","25","1111","Criminal Justice and Law Enforcement Teachers, Postsecondary",NA,200,0.1,0.137,1.37,NA,61390,2.9,NA,NA,NA,NA,NA,19690,33010,62990,92030,101340,"TRUE",NA,59020,"Education, Training, and Library Occupations"
"180","CO","19740","Denver-Aurora-Lakewood, CO","25","1113","Social Work Teachers, Postsecondary",NA,280,23.6,0.196,2.25,NA,64170,10.1,NA,NA,NA,NA,NA,31200,36850,59430,84820,102670,"TRUE",NA,47970,"Education, Training, and Library Occupations"
"181","CO","19740","Denver-Aurora-Lakewood, CO","25","1121","Art, Drama, and Music Teachers, Postsecondary",NA,760,3.7,0.524,0.78,NA,54920,3.7,NA,NA,NA,NA,NA,31380,36480,52570,66760,81070,"TRUE",NA,30280,"Education, Training, and Library Occupations"
"182","CO","19740","Denver-Aurora-Lakewood, CO","25","1122","Communications Teachers, Postsecondary",NA,280,1.3,0.191,0.95,NA,47800,4.3,NA,NA,NA,NA,NA,31280,33970,38150,59830,79170,"TRUE",NA,25860,"Education, Training, and Library Occupations"
"183","CO","19740","Denver-Aurora-Lakewood, CO","25","1123","English Language and Literature Teachers, Postsecondary",NA,470,1.1,0.327,0.68,NA,53820,3.1,NA,NA,NA,NA,NA,33360,36420,46180,62340,80730,"TRUE",NA,25920,"Education, Training, and Library Occupations"
"184","CO","19740","Denver-Aurora-Lakewood, CO","25","1125","History Teachers, Postsecondary",NA,130,1.4,0.093,0.63,NA,60590,2.1,NA,NA,NA,NA,NA,34260,39030,55900,69760,96520,"TRUE",NA,30730,"Education, Training, and Library Occupations"
"185","CO","19740","Denver-Aurora-Lakewood, CO","25","1126","Philosophy and Religion Teachers, Postsecondary",NA,210,7.7,0.145,0.9,NA,55420,5.3,NA,NA,NA,NA,NA,28000,33600,49370,67040,93900,"TRUE",NA,33440,"Education, Training, and Library Occupations"
"186","CO","19740","Denver-Aurora-Lakewood, CO","25","1193","Recreation and Fitness Studies Teachers, Postsecondary",NA,80,0,0.059,0.5,NA,44490,2,NA,NA,NA,NA,NA,32390,34310,37510,46890,75060,"TRUE",NA,12580,"Education, Training, and Library Occupations"
"187","CO","19740","Denver-Aurora-Lakewood, CO","25","1194","Vocational Education Teachers, Postsecondary",NA,960,15.3,0.668,0.83,28.24,58750,4.8,16.67,20.61,26.32,34.75,44.65,34680,42860,54750,72270,92860,NA,NA,29410,"Education, Training, and Library Occupations"
"188","CO","19740","Denver-Aurora-Lakewood, CO","25","1199","Postsecondary Teachers, All Other",NA,120,3,0.082,0.06,NA,77210,2.8,NA,NA,NA,NA,NA,45060,56040,70340,91060,118130,"TRUE",NA,35020,"Education, Training, and Library Occupations"
"189","CO","19740","Denver-Aurora-Lakewood, CO","25","2011","Preschool Teachers, Except Special Education",NA,4620,10.3,3.2,1.11,15.03,31260,4.9,9.77,11.82,13.8,16.8,22.28,20330,24580,28700,34950,46330,NA,NA,10370,"Education, Training, and Library Occupations"
"190","CO","19740","Denver-Aurora-Lakewood, CO","25","2012","Kindergarten Teachers, Except Special Education",NA,1830,1.7,1.265,1.28,NA,54630,1.9,NA,NA,NA,NA,NA,36200,42750,51890,65380,77820,"TRUE",NA,22630,"Education, Training, and Library Occupations"
"191","CO","19740","Denver-Aurora-Lakewood, CO","25","2021","Elementary School Teachers, Except Special Education",NA,12610,2.6,8.738,0.88,NA,55930,2.5,NA,NA,NA,NA,NA,36610,43610,53690,68190,79670,"TRUE",NA,24580,"Education, Training, and Library Occupations"
"192","CO","19740","Denver-Aurora-Lakewood, CO","25","2022","Middle School Teachers, Except Special and Career/Technical Education",NA,6020,1.2,4.169,0.96,NA,56020,2.4,NA,NA,NA,NA,NA,37700,43750,52820,68260,79530,"TRUE",NA,24510,"Education, Training, and Library Occupations"
"193","CO","19740","Denver-Aurora-Lakewood, CO","25","2023","Career/Technical Education Teachers, Middle School",NA,100,5.7,0.066,0.79,NA,56640,2.2,NA,NA,NA,NA,NA,37350,44930,56200,67910,78440,"TRUE",NA,22980,"Education, Training, and Library Occupations"
"194","CO","19740","Denver-Aurora-Lakewood, CO","25","2031","Secondary School Teachers, Except Special and Career/Technical Education",NA,8300,2.7,5.749,0.8,NA,58650,2.1,NA,NA,NA,NA,NA,38780,45250,56700,72050,81760,"TRUE",NA,26800,"Education, Training, and Library Occupations"
"195","CO","19740","Denver-Aurora-Lakewood, CO","25","2032","Career/Technical Education Teachers, Secondary School",NA,330,5,0.227,0.41,NA,61870,2,NA,NA,NA,NA,NA,35510,50770,61940,75520,87410,"TRUE",NA,24750,"Education, Training, and Library Occupations"
"196","CO","19740","Denver-Aurora-Lakewood, CO","25","2051","Special Education Teachers, Preschool",NA,520,21.8,0.361,1.8,NA,58470,2.6,NA,NA,NA,NA,NA,41390,48490,57690,65830,79450,"TRUE",NA,17340,"Education, Training, and Library Occupations"
"197","CO","19740","Denver-Aurora-Lakewood, CO","25","2052","Special Education Teachers, Kindergarten and Elementary School",NA,1570,1.3,1.089,0.84,NA,57000,1.4,NA,NA,NA,NA,NA,40630,45530,54560,67500,79370,"TRUE",NA,21970,"Education, Training, and Library Occupations"
"198","CO","19740","Denver-Aurora-Lakewood, CO","25","2053","Special Education Teachers, Middle School",NA,830,1,0.573,0.93,NA,56610,2.6,NA,NA,NA,NA,NA,39860,44730,53530,67200,79730,"TRUE",NA,22470,"Education, Training, and Library Occupations"
"199","CO","19740","Denver-Aurora-Lakewood, CO","25","2054","Special Education Teachers, Secondary School",NA,1190,1.4,0.822,0.86,NA,58860,1.8,NA,NA,NA,NA,NA,41230,46270,56540,71080,81330,"TRUE",NA,24810,"Education, Training, and Library Occupations"
"200","CO","19740","Denver-Aurora-Lakewood, CO","25","2059","Special Education Teachers, All Other",NA,50,26.8,0.033,0.13,NA,45220,5.4,NA,NA,NA,NA,NA,31570,35150,41320,53900,69600,"TRUE",NA,18750,"Education, Training, and Library Occupations"
"201","CO","19740","Denver-Aurora-Lakewood, CO","25","3011","Adult Basic and Secondary Education and Literacy Teachers and Instructors",NA,470,20.6,0.328,0.77,22.83,47490,6.2,9.44,16.32,21.92,26.81,30.63,19640,33950,45600,55760,63720,NA,NA,21810,"Education, Training, and Library Occupations"
"202","CO","19740","Denver-Aurora-Lakewood, CO","25","3021","Self-Enrichment Education Teachers",NA,1950,19.4,1.354,0.81,19.4,40360,6.5,9.39,12.82,16.76,23.05,31.75,19530,26660,34850,47950,66040,NA,NA,21290,"Education, Training, and Library Occupations"
"203","CO","19740","Denver-Aurora-Lakewood, CO","25","3097","Teachers and Instructors, All Other, Except Substitute Teachers",NA,2200,10.6,1.527,0.74,NA,38570,5.9,NA,NA,NA,NA,NA,20990,26010,29820,44910,67410,"TRUE",NA,18900,"Education, Training, and Library Occupations"
"204","CO","19740","Denver-Aurora-Lakewood, CO","25","4011","Archivists",NA,40,27.2,0.027,0.64,26.25,54600,14.8,15.95,17.6,21.22,33.76,46.35,33180,36600,44130,70220,96420,NA,NA,33620,"Education, Training, and Library Occupations"
"205","CO","19740","Denver-Aurora-Lakewood, CO","25","4012","Curators",NA,150,5.4,0.104,1.28,31.66,65850,1.6,19.65,23.77,28.57,37.14,46.91,40870,49430,59430,77260,97570,NA,NA,27830,"Education, Training, and Library Occupations"
"206","CO","19740","Denver-Aurora-Lakewood, CO","25","4013","Museum Technicians and Conservators",NA,200,20,0.14,1.63,20.21,42040,6,13.32,15.47,18.47,22.94,29.38,27710,32170,38410,47710,61110,NA,NA,15540,"Education, Training, and Library Occupations"
"207","CO","19740","Denver-Aurora-Lakewood, CO","25","4021","Librarians",NA,1070,2.6,0.742,0.83,32.35,67290,4.2,19.26,23.26,29.75,40.26,52.49,40060,48380,61880,83750,109170,NA,NA,35370,"Education, Training, and Library Occupations"
"208","CO","19740","Denver-Aurora-Lakewood, CO","25","4031","Library Technicians",NA,830,1.3,0.574,0.91,17.61,36630,2,10.7,13.8,17.43,21.17,23.98,22260,28710,36260,44020,49880,NA,NA,15310,"Education, Training, and Library Occupations"
"209","CO","19740","Denver-Aurora-Lakewood, CO","25","9031","Instructional Coordinators",NA,2050,3.5,1.418,1.28,34.23,71200,1.9,22.25,27.83,34.14,40.42,47.3,46280,57900,71010,84070,98380,NA,NA,26170,"Education, Training, and Library Occupations"
"210","CO","19740","Denver-Aurora-Lakewood, CO","25","9041","Teacher Assistants",NA,9600,2.4,6.649,0.73,NA,30140,1.9,NA,NA,NA,NA,NA,21840,25380,28870,33890,40230,"TRUE",NA,8510,"Education, Training, and Library Occupations"
