"","county","distcode","district","schoolcode","school","cohort","gradrate"
"516","DENVER","0880","DENVER COUNTY 1","3540","Girls Athletic Leadership School High School","20132014","0"
"517","DENVER","0880","DENVER COUNTY 1","4444","John F Kennedy High School","20162017","0.76595744680850997"
"518","DENVER","0880","DENVER COUNTY 1","4444","John F Kennedy High School","20152016","0.91954022988505701"
"519","DENVER","0880","DENVER COUNTY 1","4444","John F Kennedy High School","20142015","0.88104089219330795"
"520","DENVER","0880","DENVER COUNTY 1","4444","John F Kennedy High School","20132014","0.91063829787233996"
"521","DENVER","0880","DENVER COUNTY 1","4494","Justice High School Denver","20162017","0.28205128205128199"
"522","DENVER","0880","DENVER COUNTY 1","4494","Justice High School Denver","20152016","0.32608695652173902"
"523","DENVER","0880","DENVER COUNTY 1","4494","Justice High School Denver","20142015","0.58823529411764697"
"524","DENVER","0880","DENVER COUNTY 1","4494","Justice High School Denver","20132014","0.64444444444444404"
"525","DENVER","0880","DENVER COUNTY 1","4730","Kipp Denver Collegiate High School","20162017","0.82352941176470495"
"526","DENVER","0880","DENVER COUNTY 1","4730","Kipp Denver Collegiate High School","20152016","0.96078431372549"
"527","DENVER","0880","DENVER COUNTY 1","4730","Kipp Denver Collegiate High School","20142015","0.98666666666666603"
"528","DENVER","0880","DENVER COUNTY 1","4730","Kipp Denver Collegiate High School","20132014","0.93548387096774099"
"529","DENVER","0880","DENVER COUNTY 1","4795","Kunsmiller Creative Arts Academy","20162017","0.86206896551724099"
"530","DENVER","0880","DENVER COUNTY 1","4795","Kunsmiller Creative Arts Academy","20152016","1"
"531","DENVER","0880","DENVER COUNTY 1","4795","Kunsmiller Creative Arts Academy","20142015","1"
"532","DENVER","0880","DENVER COUNTY 1","4795","Kunsmiller Creative Arts Academy","20132014","0"
"533","DENVER","0880","DENVER COUNTY 1","5044","Legacy Options High School","20162017","0"
"534","DENVER","0880","DENVER COUNTY 1","5044","Legacy Options High School","20152016","0"
"535","DENVER","0880","DENVER COUNTY 1","5044","Legacy Options High School","20142015","0"
"536","DENVER","0880","DENVER COUNTY 1","5044","Legacy Options High School","20132014","0"
"537","DENVER","0880","DENVER COUNTY 1","5448","Manual High School","20162017","0.73750000000000004"
"538","DENVER","0880","DENVER COUNTY 1","5448","Manual High School","20152016","0.70769230769230695"
"539","DENVER","0880","DENVER COUNTY 1","5448","Manual High School","20142015","0.71875"
"540","DENVER","0880","DENVER COUNTY 1","5448","Manual High School","20132014","0.8125"
"541","DENVER","0880","DENVER COUNTY 1","5605","Dr. Martin Luther King Jr. Early College","20162017","0.63749999999999996"
"542","DENVER","0880","DENVER COUNTY 1","5605","Dr. Martin Luther King Jr. Early College","20152016","0.87741935483870903"
"543","DENVER","0880","DENVER COUNTY 1","5605","Dr. Martin Luther King Jr. Early College","20142015","0.92465753424657504"
"544","DENVER","0880","DENVER COUNTY 1","5605","Dr. Martin Luther King Jr. Early College","20132014","0.97278911564625803"
"545","DENVER","0880","DENVER COUNTY 1","5844","Contemporary Learning Academy","20162017","0.37704918032786799"
"546","DENVER","0880","DENVER COUNTY 1","5844","Contemporary Learning Academy","20152016","0.56862745098039202"
"547","DENVER","0880","DENVER COUNTY 1","5844","Contemporary Learning Academy","20142015","0.54237288135593198"
"548","DENVER","0880","DENVER COUNTY 1","5844","Contemporary Learning Academy","20132014","0.35483870967741898"
"549","DENVER","0880","DENVER COUNTY 1","6239","Noel Community Arts School","20162017","0.69863013698630105"
"550","DENVER","0880","DENVER COUNTY 1","6239","Noel Community Arts School","20152016","0.81355932203389802"
"551","DENVER","0880","DENVER COUNTY 1","6239","Noel Community Arts School","20142015","0.90476190476190399"
"552","DENVER","0880","DENVER COUNTY 1","6239","Noel Community Arts School","20132014","0.8"
"553","DENVER","0880","DENVER COUNTY 1","6308","North High School Engagement Center","20162017","0.52"
"554","DENVER","0880","DENVER COUNTY 1","6308","North High School Engagement Center","20152016","0.66197183098591506"
"555","DENVER","0880","DENVER COUNTY 1","6308","North High School Engagement Center","20142015","0.65151515151515105"
"556","DENVER","0880","DENVER COUNTY 1","6308","North High School Engagement Center","20132014","0.52542372881355903"
"557","DENVER","0880","DENVER COUNTY 1","6314","North High School","20162017","0.76388888888888795"
"558","DENVER","0880","DENVER COUNTY 1","6314","North High School","20152016","0.58706467661691497"
"559","DENVER","0880","DENVER COUNTY 1","6314","North High School","20142015","0.754601226993865"
"560","DENVER","0880","DENVER COUNTY 1","6314","North High School","20132014","0.905555555555555"
"561","DENVER","0880","DENVER COUNTY 1","6350","Bruce Randolph School","20162017","0.75789473684210495"
"562","DENVER","0880","DENVER COUNTY 1","6350","Bruce Randolph School","20152016","0.959595959595959"
"563","DENVER","0880","DENVER COUNTY 1","6350","Bruce Randolph School","20142015","0.987179487179487"
"564","DENVER","0880","DENVER COUNTY 1","6350","Bruce Randolph School","20132014","0.98850574712643602"
"565","DENVER","0880","DENVER COUNTY 1","6509","Denver Online High School","20162017","0.34020618556700999"
"566","DENVER","0880","DENVER COUNTY 1","6509","Denver Online High School","20152016","0.5"
"567","DENVER","0880","DENVER COUNTY 1","6509","Denver Online High School","20142015","0.63529411764705801"
"568","DENVER","0880","DENVER COUNTY 1","6509","Denver Online High School","20132014","0.69387755102040805"
"569","DENVER","0880","DENVER COUNTY 1","7163","P.R.E.P. (Positive Refocus Education Program)","20162017","0.483870967741935"
"570","DENVER","0880","DENVER COUNTY 1","7163","P.R.E.P. (Positive Refocus Education Program)","20152016","0.73333333333333295"
"571","DENVER","0880","DENVER COUNTY 1","7163","P.R.E.P. (Positive Refocus Education Program)","20142015","0.56521739130434701"
"572","DENVER","0880","DENVER COUNTY 1","7163","P.R.E.P. (Positive Refocus Education Program)","20132014","0.69565217391304301"
"573","DENVER","0880","DENVER COUNTY 1","7188","P.U.S.H. Academy","20162017","0.48888888888888798"
"574","DENVER","0880","DENVER COUNTY 1","7188","P.U.S.H. Academy","20152016","0.66666666666666596"
"575","DENVER","0880","DENVER COUNTY 1","7188","P.U.S.H. Academy","20142015","0.71212121212121204"
"576","DENVER","0880","DENVER COUNTY 1","7188","P.U.S.H. Academy","20132014","0.72380952380952301"
"577","DENVER","0880","DENVER COUNTY 1","7246","Respect Academy At Lincoln","20162017","0.45098039215686198"
"578","DENVER","0880","DENVER COUNTY 1","7246","Respect Academy At Lincoln","20152016","0.60526315789473595"
"579","DENVER","0880","DENVER COUNTY 1","7246","Respect Academy At Lincoln","20142015","0.69135802469135799"
"580","DENVER","0880","DENVER COUNTY 1","7246","Respect Academy At Lincoln","20132014","0.68918918918918903"
"581","DENVER","0880","DENVER COUNTY 1","7361","Riseup Community School","20162017","0.24590163934426201"
"582","DENVER","0880","DENVER COUNTY 1","7361","Riseup Community School","20152016","0.14285714285714199"
"583","DENVER","0880","DENVER COUNTY 1","7361","Riseup Community School","20142015","0.11111111111111099"
"584","DENVER","0880","DENVER COUNTY 1","7361","Riseup Community School","20132014","0"
"585","DENVER","0880","DENVER COUNTY 1","7861","Sims Fayola International Academy Denver","20162017","0"
"586","DENVER","0880","DENVER COUNTY 1","7861","Sims Fayola International Academy Denver","20152016","0"
"587","DENVER","0880","DENVER COUNTY 1","7861","Sims Fayola International Academy Denver","20142015","0"
"588","DENVER","0880","DENVER COUNTY 1","7861","Sims Fayola International Academy Denver","20132014","0"
"589","DENVER","0880","DENVER COUNTY 1","8086","South High School","20162017","0.82708933717579203"
"590","DENVER","0880","DENVER COUNTY 1","8086","South High School","20152016","0.88923076923076905"
"591","DENVER","0880","DENVER COUNTY 1","8086","South High School","20142015","0.90909090909090895"
"592","DENVER","0880","DENVER COUNTY 1","8086","South High School","20132014","0.88047808764940205"
"593","DENVER","0880","DENVER COUNTY 1","8132","Southwest Early College","20162017","0.57575757575757502"
"594","DENVER","0880","DENVER COUNTY 1","8132","Southwest Early College","20152016","0.90566037735849003"
"595","DENVER","0880","DENVER COUNTY 1","8132","Southwest Early College","20142015","0.86792452830188604"
"596","DENVER","0880","DENVER COUNTY 1","8132","Southwest Early College","20132014","0.82352941176470495"
"597","DENVER","0880","DENVER COUNTY 1","8145","Summit Academy","20162017","0.452380952380952"
"598","DENVER","0880","DENVER COUNTY 1","8145","Summit Academy","20152016","0.61538461538461497"
"599","DENVER","0880","DENVER COUNTY 1","8145","Summit Academy","20142015","0.54716981132075404"
"600","DENVER","0880","DENVER COUNTY 1","8145","Summit Academy","20132014","0.55000000000000004"
"601","DENVER","0880","DENVER COUNTY 1","8347","Strive Prep - Excel","20162017","0.79761904761904701"
"602","DENVER","0880","DENVER COUNTY 1","8347","Strive Prep - Excel","20152016","0"
"603","DENVER","0880","DENVER COUNTY 1","8347","Strive Prep - Excel","20142015","0"
"604","DENVER","0880","DENVER COUNTY 1","8347","Strive Prep - Excel","20132014","0"
"605","DENVER","0880","DENVER COUNTY 1","8822","Thomas Jefferson High School","20162017","0.88085106382978695"
"606","DENVER","0880","DENVER COUNTY 1","8822","Thomas Jefferson High School","20152016","0.88095238095238004"
"607","DENVER","0880","DENVER COUNTY 1","8822","Thomas Jefferson High School","20142015","0.90909090909090895"
"608","DENVER","0880","DENVER COUNTY 1","8822","Thomas Jefferson High School","20132014","0.90404040404040398"
"609","DENVER","0880","DENVER COUNTY 1","8995","Vista Academy","20162017","0.64356435643564303"
"610","DENVER","0880","DENVER COUNTY 1","8995","Vista Academy","20152016","0.81944444444444398"
"611","DENVER","0880","DENVER COUNTY 1","8995","Vista Academy","20142015","0.81034482758620596"
"612","DENVER","0880","DENVER COUNTY 1","8995","Vista Academy","20132014","0.91111111111111098"
"613","DENVER","0880","DENVER COUNTY 1","9348","West Career Academy","20162017","0.44"
"614","DENVER","0880","DENVER COUNTY 1","9348","West Career Academy","20152016","0.66666666666666596"
"615","DENVER","0880","DENVER COUNTY 1","9348","West Career Academy","20142015","0.75"
"616","DENVER","0880","DENVER COUNTY 1","9348","West Career Academy","20132014","0.65217391304347805"
"617","DENVER","0880","DENVER COUNTY 1","9408","West High School","20162017","0"
"618","DENVER","0880","DENVER COUNTY 1","9408","West High School","20152016","0"
"619","DENVER","0880","DENVER COUNTY 1","9408","West High School","20142015","0.90666666666666595"
"620","DENVER","0880","DENVER COUNTY 1","9408","West High School","20132014","0.69369369369369305"
"621","DENVER","0880","DENVER COUNTY 1","9639","Strive Prep - Smart Academy","20162017","0.92391304347825998"
"622","DENVER","0880","DENVER COUNTY 1","9639","Strive Prep - Smart Academy","20152016","0.94174757281553301"
"623","DENVER","0880","DENVER COUNTY 1","9639","Strive Prep - Smart Academy","20142015","0"
"624","DENVER","0880","DENVER COUNTY 1","9639","Strive Prep - Smart Academy","20132014","0"
"625","DENVER","0880","DENVER COUNTY 1","9693","West Early College","20162017","0.71428571428571397"
"626","DENVER","0880","DENVER COUNTY 1","9693","West Early College","20152016","0.86363636363636298"
"627","DENVER","0880","DENVER COUNTY 1","9693","West Early College","20142015","0.85714285714285698"
"628","DENVER","0880","DENVER COUNTY 1","9693","West Early College","20132014","0.5"
"629","DENVER","0880","DENVER COUNTY 1","9702","West Leadership Academy","20162017","0.76595744680850997"
"630","DENVER","0880","DENVER COUNTY 1","9702","West Leadership Academy","20152016","0.96428571428571397"
"631","DENVER","0880","DENVER COUNTY 1","9702","West Leadership Academy","20142015","0.5"
"632","DENVER","0880","DENVER COUNTY 1","9702","West Leadership Academy","20132014","0"
"633","DENVER","0880","DENVER COUNTY 1","9998","DISTRICT TOTAL","20162017","0.66554233978341903"
"634","DENVER","0880","DENVER COUNTY 1","9998","DISTRICT TOTAL","20152016","0.75328035483274802"
"635","DENVER","0880","DENVER COUNTY 1","9998","DISTRICT TOTAL","20142015","0.76724309282448799"
"636","DENVER","0880","DENVER COUNTY 1","9998","DISTRICT TOTAL","20132014","0.74314481576692304"
"637","DOUGLAS","0900","DOUGLAS COUNTY RE 1","0201","Daniel C Oakes High School--Castle Rock","20162017","0.23170731707316999"
"638","DOUGLAS","0900","DOUGLAS COUNTY RE 1","0201","Daniel C Oakes High School--Castle Rock","20152016","0.51515151515151503"
"639","DOUGLAS","0900","DOUGLAS COUNTY RE 1","0201","Daniel C Oakes High School--Castle Rock","20142015","0.67073170731707299"
"640","DOUGLAS","0900","DOUGLAS COUNTY RE 1","0201","Daniel C Oakes High School--Castle Rock","20132014","0.77647058823529402"
"641","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1367","Castle View High School","20162017","0.92017738359201695"
"642","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1367","Castle View High School","20152016","0.94816414686825001"
"643","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1367","Castle View High School","20142015","0.94967177242888401"
"644","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1367","Castle View High School","20132014","0.96642685851318899"
"645","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1503","Chaparral High School","20162017","0.92292490118576997"
"646","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1503","Chaparral High School","20152016","0.93801652892561904"
"647","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1503","Chaparral High School","20142015","0.94579439252336395"
"648","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1503","Chaparral High School","20132014","0.96982758620689602"
"649","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1555","Cloverleaf Home Education","20162017","0"
"650","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1555","Cloverleaf Home Education","20152016","0"
"651","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1555","Cloverleaf Home Education","20142015","0"
"652","DOUGLAS","0900","DOUGLAS COUNTY RE 1","1555","Cloverleaf Home Education","20132014","0"
"653","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2230","Douglas County High School","20162017","0.90167865707434003"
"654","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2230","Douglas County High School","20152016","0.95744680851063801"
"655","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2230","Douglas County High School","20142015","0.95886889460154201"
"656","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2230","Douglas County High School","20132014","0.94235588972430995"
"657","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2338","Eagle Academy","20162017","0.38297872340425498"
"658","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2338","Eagle Academy","20152016","0.60330578512396604"
"659","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2338","Eagle Academy","20142015","0.69"
"660","DOUGLAS","0900","DOUGLAS COUNTY RE 1","2338","Eagle Academy","20132014","0.69879518072289104"
"661","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3980","Highlands Ranch High School","20162017","0.93298969072164895"
"662","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3980","Highlands Ranch High School","20152016","0.94780219780219699"
"663","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3980","Highlands Ranch High School","20142015","0.96134020618556704"
"664","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3980","Highlands Ranch High School","20132014","0.96323529411764697"
"665","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3995","Hope Online Learning Academy High School","20162017","0.43181818181818099"
"666","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3995","Hope Online Learning Academy High School","20152016","0.534246575342465"
"667","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3995","Hope Online Learning Academy High School","20142015","0.59859154929577396"
"668","DOUGLAS","0900","DOUGLAS COUNTY RE 1","3995","Hope Online Learning Academy High School","20132014","0.50588235294117601"
"669","DOUGLAS","0900","DOUGLAS COUNTY RE 1","4271","Legend High School","20162017","0.97046413502109696"
"670","DOUGLAS","0900","DOUGLAS COUNTY RE 1","4271","Legend High School","20152016","0.95876288659793796"
"671","DOUGLAS","0900","DOUGLAS COUNTY RE 1","4271","Legend High School","20142015","0.96839729119638795"
"672","DOUGLAS","0900","DOUGLAS COUNTY RE 1","4271","Legend High School","20132014","0.972413793103448"
"673","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5259","Stem School","20162017","0.92647058823529405"
"674","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5259","Stem School","20152016","0.98113207547169801"
"675","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5259","Stem School","20142015","0.96"
"676","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5259","Stem School","20132014","0.66666666666666596"
"677","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5405","Edcsd: Colorado Cyber School","20162017","0.66666666666666596"
"678","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5405","Edcsd: Colorado Cyber School","20152016","0.67241379310344795"
"679","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5405","Edcsd: Colorado Cyber School","20142015","0.58695652173913004"
"680","DOUGLAS","0900","DOUGLAS COUNTY RE 1","5405","Edcsd: Colorado Cyber School","20132014","0.58620689655172398"
"681","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6165","Mountain Vista High School","20162017","0.96146044624746396"
"682","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6165","Mountain Vista High School","20152016","0.97389558232931694"
"683","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6165","Mountain Vista High School","20142015","0.989979959919839"
"684","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6165","Mountain Vista High School","20132014","0.974806201550387"
"685","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6365","Skyview Academy","20162017","1"
"686","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6365","Skyview Academy","20152016","0.95454545454545403"
"687","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6365","Skyview Academy","20142015","0.95918367346938704"
"688","DOUGLAS","0900","DOUGLAS COUNTY RE 1","6365","Skyview Academy","20132014","0"
"689","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7118","Ponderosa High School","20162017","0.94736842105263097"
"690","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7118","Ponderosa High School","20152016","0.95769230769230695"
"691","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7118","Ponderosa High School","20142015","0.97777777777777697"
"692","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7118","Ponderosa High School","20132014","0.95709570957095702"
"693","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7435","Rock Canyon High School","20162017","0.98518518518518505"
"694","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7435","Rock Canyon High School","20152016","0.99095022624434304"
"695","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7435","Rock Canyon High School","20142015","0.98639455782312901"
"696","DOUGLAS","0900","DOUGLAS COUNTY RE 1","7435","Rock Canyon High School","20132014","0.989082969432314"
"697","DOUGLAS","0900","DOUGLAS COUNTY RE 1","8847","Thunderridge High School","20162017","0.96544715447154394"
"698","DOUGLAS","0900","DOUGLAS COUNTY RE 1","8847","Thunderridge High School","20152016","0.96760259179265595"
"699","DOUGLAS","0900","DOUGLAS COUNTY RE 1","8847","Thunderridge High School","20142015","0.97071129707112902"
"700","DOUGLAS","0900","DOUGLAS COUNTY RE 1","8847","Thunderridge High School","20132014","0.97156398104265396"
"701","DOUGLAS","0900","DOUGLAS COUNTY RE 1","9998","DISTRICT TOTAL","20162017","0.90433450087565603"
"702","DOUGLAS","0900","DOUGLAS COUNTY RE 1","9998","DISTRICT TOTAL","20152016","0.92585812356979402"
"703","DOUGLAS","0900","DOUGLAS COUNTY RE 1","9998","DISTRICT TOTAL","20142015","0.93899631675874695"
"704","DOUGLAS","0900","DOUGLAS COUNTY RE 1","9998","DISTRICT TOTAL","20132014","0.93508647239990506"
"705","JEFFERSON","1420","JEFFERSON COUNTY R-1","0000","Summer District Dropouts","20162017","0"
"706","JEFFERSON","1420","JEFFERSON COUNTY R-1","0000","Summer District Dropouts","20152016","0"
"707","JEFFERSON","1420","JEFFERSON COUNTY R-1","0000","Summer District Dropouts","20142015","0"
"708","JEFFERSON","1420","JEFFERSON COUNTY R-1","0000","Summer District Dropouts","20132014","0"
"709","JEFFERSON","1420","JEFFERSON COUNTY R-1","0033","Mc Lain High School","20162017","0.28229665071770299"
"710","JEFFERSON","1420","JEFFERSON COUNTY R-1","0033","Mc Lain High School","20152016","0.58282208588956996"
"711","JEFFERSON","1420","JEFFERSON COUNTY R-1","0033","Mc Lain High School","20142015","0.628571428571428"
"712","JEFFERSON","1420","JEFFERSON COUNTY R-1","0033","Mc Lain High School","20132014","0.71153846153846101"
"713","JEFFERSON","1420","JEFFERSON COUNTY R-1","0034","Mc Lain Community High School","20162017","0.112903225806451"
"714","JEFFERSON","1420","JEFFERSON COUNTY R-1","0034","Mc Lain Community High School","20152016","0.23423423423423401"
"715","JEFFERSON","1420","JEFFERSON COUNTY R-1","0034","Mc Lain Community High School","20142015","0.427350427350427"
"716","JEFFERSON","1420","JEFFERSON COUNTY R-1","0034","Mc Lain Community High School","20132014","0.42957746478873199"
"717","JEFFERSON","1420","JEFFERSON COUNTY R-1","0108","Alameda International Junior/Senior High School","20162017","0.91443850267379601"
"718","JEFFERSON","1420","JEFFERSON COUNTY R-1","0108","Alameda International Junior/Senior High School","20152016","0.95073891625615703"
"719","JEFFERSON","1420","JEFFERSON COUNTY R-1","0108","Alameda International Junior/Senior High School","20142015","0.94610778443113697"
"720","JEFFERSON","1420","JEFFERSON COUNTY R-1","0108","Alameda International Junior/Senior High School","20132014","0.96511627906976705"
"721","JEFFERSON","1420","JEFFERSON COUNTY R-1","0370","Arvada High School","20162017","0.72081218274111603"
"722","JEFFERSON","1420","JEFFERSON COUNTY R-1","0370","Arvada High School","20152016","0.86702127659574402"
"723","JEFFERSON","1420","JEFFERSON COUNTY R-1","0370","Arvada High School","20142015","0.85326086956521696"
"724","JEFFERSON","1420","JEFFERSON COUNTY R-1","0370","Arvada High School","20132014","0.87709497206703901"
"725","JEFFERSON","1420","JEFFERSON COUNTY R-1","0378","Arvada West High School","20162017","0.90745501285346997"
"726","JEFFERSON","1420","JEFFERSON COUNTY R-1","0378","Arvada West High School","20152016","0.90703517587939597"
"727","JEFFERSON","1420","JEFFERSON COUNTY R-1","0378","Arvada West High School","20142015","0.92364532019704404"
"728","JEFFERSON","1420","JEFFERSON COUNTY R-1","0378","Arvada West High School","20132014","0.93556085918854404"
"729","JEFFERSON","1420","JEFFERSON COUNTY R-1","0664","Bear Creek High School","20162017","0.93220338983050799"
"730","JEFFERSON","1420","JEFFERSON COUNTY R-1","0664","Bear Creek High School","20152016","0.94270833333333304"
"731","JEFFERSON","1420","JEFFERSON COUNTY R-1","0664","Bear Creek High School","20142015","0.95544554455445496"
"732","JEFFERSON","1420","JEFFERSON COUNTY R-1","0664","Bear Creek High School","20132014","0.95024875621890503"
"733","JEFFERSON","1420","JEFFERSON COUNTY R-1","0965","Brady Exploration School","20162017","0.51980198019801904"
"734","JEFFERSON","1420","JEFFERSON COUNTY R-1","0965","Brady Exploration School","20152016","0.55652173913043401"
"735","JEFFERSON","1420","JEFFERSON COUNTY R-1","0965","Brady Exploration School","20142015","0.55026455026455001"
"736","JEFFERSON","1420","JEFFERSON COUNTY R-1","0965","Brady Exploration School","20132014","0.62146892655367203"
"737","JEFFERSON","1420","JEFFERSON COUNTY R-1","1451","Addenbrooke Classical Academy","20162017","0.9"
"738","JEFFERSON","1420","JEFFERSON COUNTY R-1","1451","Addenbrooke Classical Academy","20152016","1"
"739","JEFFERSON","1420","JEFFERSON COUNTY R-1","1451","Addenbrooke Classical Academy","20142015","0.85714285714285698"
"740","JEFFERSON","1420","JEFFERSON COUNTY R-1","1451","Addenbrooke Classical Academy","20132014","1"
"741","JEFFERSON","1420","JEFFERSON COUNTY R-1","1522","Chatfield High School","20162017","0.91745283018867896"
"742","JEFFERSON","1420","JEFFERSON COUNTY R-1","1522","Chatfield High School","20152016","0.95851528384279405"
"743","JEFFERSON","1420","JEFFERSON COUNTY R-1","1522","Chatfield High School","20142015","0.96296296296296202"
"744","JEFFERSON","1420","JEFFERSON COUNTY R-1","1522","Chatfield High School","20132014","0.94549763033175305"
"745","JEFFERSON","1420","JEFFERSON COUNTY R-1","1864","Columbine High School","20162017","0.91666666666666596"
"746","JEFFERSON","1420","JEFFERSON COUNTY R-1","1864","Columbine High School","20152016","0.92137592137592095"
"747","JEFFERSON","1420","JEFFERSON COUNTY R-1","1864","Columbine High School","20142015","0.92091836734693799"
"748","JEFFERSON","1420","JEFFERSON COUNTY R-1","1864","Columbine High School","20132014","0.92452830188679203"
"749","JEFFERSON","1420","JEFFERSON COUNTY R-1","1880","Compass Montessori - Golden Charter School","20162017","0.6875"
"750","JEFFERSON","1420","JEFFERSON COUNTY R-1","1880","Compass Montessori - Golden Charter School","20152016","0.952380952380952"
"751","JEFFERSON","1420","JEFFERSON COUNTY R-1","1880","Compass Montessori - Golden Charter School","20142015","0.92592592592592504"
"752","JEFFERSON","1420","JEFFERSON COUNTY R-1","1880","Compass Montessori - Golden Charter School","20132014","1"
"753","JEFFERSON","1420","JEFFERSON COUNTY R-1","1886","Conifer Senior High School","20162017","0.95121951219512102"
"754","JEFFERSON","1420","JEFFERSON COUNTY R-1","1886","Conifer Senior High School","20152016","0.94382022471910099"
"755","JEFFERSON","1420","JEFFERSON COUNTY R-1","1886","Conifer Senior High School","20142015","0.9375"
"756","JEFFERSON","1420","JEFFERSON COUNTY R-1","1886","Conifer Senior High School","20132014","0.93809523809523798"
"757","JEFFERSON","1420","JEFFERSON COUNTY R-1","2093","Dakota Ridge Senior High School","20162017","0.91573033707865104"
"758","JEFFERSON","1420","JEFFERSON COUNTY R-1","2093","Dakota Ridge Senior High School","20152016","0.93539325842696597"
"759","JEFFERSON","1420","JEFFERSON COUNTY R-1","2093","Dakota Ridge Senior High School","20142015","0.94680851063829696"
"760","JEFFERSON","1420","JEFFERSON COUNTY R-1","2093","Dakota Ridge Senior High School","20132014","0.96011396011396"
"761","JEFFERSON","1420","JEFFERSON COUNTY R-1","2120","D'Evelyn Junior/Senior High School","20162017","0.96598639455782298"
"762","JEFFERSON","1420","JEFFERSON COUNTY R-1","2120","D'Evelyn Junior/Senior High School","20152016","1"
"763","JEFFERSON","1420","JEFFERSON COUNTY R-1","2120","D'Evelyn Junior/Senior High School","20142015","0.99280575539568305"
"764","JEFFERSON","1420","JEFFERSON COUNTY R-1","2120","D'Evelyn Junior/Senior High School","20132014","0.98611111111111105"
"765","JEFFERSON","1420","JEFFERSON COUNTY R-1","2836","Evergreen High School","20162017","0.95219123505976"
"766","JEFFERSON","1420","JEFFERSON COUNTY R-1","2836","Evergreen High School","20152016","0.95815899581589903"
"767","JEFFERSON","1420","JEFFERSON COUNTY R-1","2836","Evergreen High School","20142015","0.96564885496183195"
"768","JEFFERSON","1420","JEFFERSON COUNTY R-1","2836","Evergreen High School","20132014","0.96634615384615297"
"769","JEFFERSON","1420","JEFFERSON COUNTY R-1","3393","Golden View Classical Academy","20162017","0"
"770","JEFFERSON","1420","JEFFERSON COUNTY R-1","3393","Golden View Classical Academy","20152016","0"
"771","JEFFERSON","1420","JEFFERSON COUNTY R-1","3393","Golden View Classical Academy","20142015","0"
"772","JEFFERSON","1420","JEFFERSON COUNTY R-1","3393","Golden View Classical Academy","20132014","0"
"773","JEFFERSON","1420","JEFFERSON COUNTY R-1","3502","Golden High School","20162017","0.90458015267175496"
"774","JEFFERSON","1420","JEFFERSON COUNTY R-1","3502","Golden High School","20152016","0.91366906474820098"
"775","JEFFERSON","1420","JEFFERSON COUNTY R-1","3502","Golden High School","20142015","0.91616766467065802"
"776","JEFFERSON","1420","JEFFERSON COUNTY R-1","3502","Golden High School","20132014","0.89802631578947301"
"777","JEFFERSON","1420","JEFFERSON COUNTY R-1","3628","Green Mountain High School","20162017","0.926739926739926"
"778","JEFFERSON","1420","JEFFERSON COUNTY R-1","3628","Green Mountain High School","20152016","0.95"
