"","county","distcode","district","schoolcode","school","cohort","gradrate"
"252","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","4024","Hinkley High School","20132014","0.79835390946502005"
"253","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","5298","Lotus School For Excellence","20162017","0.79487179487179405"
"254","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","5298","Lotus School For Excellence","20152016","0.95348837209302295"
"255","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","5298","Lotus School For Excellence","20142015","0.93548387096774099"
"256","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","5298","Lotus School For Excellence","20132014","0.90625"
"257","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6219","New America School - Lowry","20162017","0"
"258","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6219","New America School - Lowry","20152016","0"
"259","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6219","New America School - Lowry","20142015","0.266666666666666"
"260","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6219","New America School - Lowry","20132014","0.47826086956521702"
"261","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6546","Options School","20162017","0"
"262","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6546","Options School","20152016","0"
"263","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6546","Options School","20142015","0"
"264","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","6546","Options School","20132014","0.33333333333333298"
"265","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","7250","Rangeview High School","20162017","0.81272084805653699"
"266","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","7250","Rangeview High School","20152016","0.89774696707105694"
"267","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","7250","Rangeview High School","20142015","0.88990825688073305"
"268","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","7250","Rangeview High School","20132014","0.89165186500888005"
"269","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","8356","William Smith High School","20162017","0.68918918918918903"
"270","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","8356","William Smith High School","20152016","0.92753623188405698"
"271","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","8356","William Smith High School","20142015","0.96969696969696895"
"272","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","8356","William Smith High School","20132014","0.871428571428571"
"273","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9125","Vista Peak 9-12 Preparatory","20162017","0.83393501805054104"
"274","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9125","Vista Peak 9-12 Preparatory","20152016","0.84415584415584399"
"275","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9125","Vista Peak 9-12 Preparatory","20142015","0.85990338164251201"
"276","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9125","Vista Peak 9-12 Preparatory","20132014","0.83050847457627097"
"277","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9189","Vanguard Classical School - East","20162017","0.83333333333333304"
"278","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9189","Vanguard Classical School - East","20152016","0"
"279","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9189","Vanguard Classical School - East","20142015","0"
"280","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9189","Vanguard Classical School - East","20132014","0"
"281","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9396","Aurora West College Preparatory Academy","20162017","0.76923076923076905"
"282","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9396","Aurora West College Preparatory Academy","20152016","0.96969696969696895"
"283","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9396","Aurora West College Preparatory Academy","20142015","0.94202898550724601"
"284","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9396","Aurora West College Preparatory Academy","20132014","0.96250000000000002"
"285","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9998","DISTRICT TOTAL","20162017","0.67644757433489799"
"286","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9998","DISTRICT TOTAL","20152016","0.76818545163868901"
"287","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9998","DISTRICT TOTAL","20142015","0.78199052132701397"
"288","ARAPAHOE","0180","ADAMS-ARAPAHOE 28J","9998","DISTRICT TOTAL","20132014","0.762392462105694"
"289","ARAPAHOE","0190","BYERS 32J","1176","Byers Junior-Senior High School","20162017","0.90909090909090895"
"290","ARAPAHOE","0190","BYERS 32J","1176","Byers Junior-Senior High School","20152016","0.891891891891891"
"291","ARAPAHOE","0190","BYERS 32J","1176","Byers Junior-Senior High School","20142015","0.97826086956521696"
"292","ARAPAHOE","0190","BYERS 32J","1176","Byers Junior-Senior High School","20132014","1"
"293","ARAPAHOE","0190","BYERS 32J","1752","Colorado Virtual Academy (Cova)","20162017","0.53787878787878696"
"294","ARAPAHOE","0190","BYERS 32J","1752","Colorado Virtual Academy (Cova)","20152016","0.69724770642201805"
"295","ARAPAHOE","0190","BYERS 32J","1752","Colorado Virtual Academy (Cova)","20142015","0.83333333333333304"
"296","ARAPAHOE","0190","BYERS 32J","1752","Colorado Virtual Academy (Cova)","20132014","0.64285714285714202"
"297","ARAPAHOE","0190","BYERS 32J","2356","Elevate Academy","20162017","0.53846153846153799"
"298","ARAPAHOE","0190","BYERS 32J","2356","Elevate Academy","20152016","0.28571428571428498"
"299","ARAPAHOE","0190","BYERS 32J","2356","Elevate Academy","20142015","1"
"300","ARAPAHOE","0190","BYERS 32J","2356","Elevate Academy","20132014","0"
"301","ARAPAHOE","0190","BYERS 32J","3362","Valiant Academy","20162017","0.375"
"302","ARAPAHOE","0190","BYERS 32J","3362","Valiant Academy","20152016","0.83333333333333304"
"303","ARAPAHOE","0190","BYERS 32J","3362","Valiant Academy","20142015","0.25"
"304","ARAPAHOE","0190","BYERS 32J","3362","Valiant Academy","20132014","0"
"305","ARAPAHOE","0190","BYERS 32J","9998","DISTRICT TOTAL","20162017","0.59296482412060303"
"306","ARAPAHOE","0190","BYERS 32J","9998","DISTRICT TOTAL","20152016","0.72955974842767202"
"307","ARAPAHOE","0190","BYERS 32J","9998","DISTRICT TOTAL","20142015","0.86666666666666603"
"308","ARAPAHOE","0190","BYERS 32J","9998","DISTRICT TOTAL","20132014","0.86274509803921495"
"309","BOULDER","0470","ST VRAIN VALLEY RE 1J","0120","Apex Home School Enrichment Program","20162017","0"
"310","BOULDER","0470","ST VRAIN VALLEY RE 1J","0120","Apex Home School Enrichment Program","20152016","0"
"311","BOULDER","0470","ST VRAIN VALLEY RE 1J","0120","Apex Home School Enrichment Program","20142015","0"
"312","BOULDER","0470","ST VRAIN VALLEY RE 1J","0120","Apex Home School Enrichment Program","20132014","0"
"313","BOULDER","0470","ST VRAIN VALLEY RE 1J","2761","Erie High School","20162017","0.95477386934673303"
"314","BOULDER","0470","ST VRAIN VALLEY RE 1J","2761","Erie High School","20152016","0.95360824742268002"
"315","BOULDER","0470","ST VRAIN VALLEY RE 1J","2761","Erie High School","20142015","0.89655172413793105"
"316","BOULDER","0470","ST VRAIN VALLEY RE 1J","2761","Erie High School","20132014","0.96721311475409799"
"317","BOULDER","0470","ST VRAIN VALLEY RE 1J","3196","Frederick Senior High School","20162017","0.82127659574468004"
"318","BOULDER","0470","ST VRAIN VALLEY RE 1J","3196","Frederick Senior High School","20152016","0.89523809523809506"
"319","BOULDER","0470","ST VRAIN VALLEY RE 1J","3196","Frederick Senior High School","20142015","0.87966804979253099"
"320","BOULDER","0470","ST VRAIN VALLEY RE 1J","3196","Frederick Senior High School","20132014","0.86320754716981096"
"321","BOULDER","0470","ST VRAIN VALLEY RE 1J","5282","Longmont High School","20162017","0.88636363636363602"
"322","BOULDER","0470","ST VRAIN VALLEY RE 1J","5282","Longmont High School","20152016","0.90980392156862699"
"323","BOULDER","0470","ST VRAIN VALLEY RE 1J","5282","Longmont High School","20142015","0.93307086614173196"
"324","BOULDER","0470","ST VRAIN VALLEY RE 1J","5282","Longmont High School","20132014","0.90459363957597105"
"325","BOULDER","0470","ST VRAIN VALLEY RE 1J","5368","Lyons Middle/Senior High School","20162017","0.97222222222222199"
"326","BOULDER","0470","ST VRAIN VALLEY RE 1J","5368","Lyons Middle/Senior High School","20152016","1"
"327","BOULDER","0470","ST VRAIN VALLEY RE 1J","5368","Lyons Middle/Senior High School","20142015","0.93333333333333302"
"328","BOULDER","0470","ST VRAIN VALLEY RE 1J","5368","Lyons Middle/Senior High School","20132014","0.94642857142857095"
"329","BOULDER","0470","ST VRAIN VALLEY RE 1J","5722","Mead High School","20162017","0.82608695652173902"
"330","BOULDER","0470","ST VRAIN VALLEY RE 1J","5722","Mead High School","20152016","0.91370558375634503"
"331","BOULDER","0470","ST VRAIN VALLEY RE 1J","5722","Mead High School","20142015","0.9375"
"332","BOULDER","0470","ST VRAIN VALLEY RE 1J","5722","Mead High School","20132014","0.92810457516339795"
"333","BOULDER","0470","ST VRAIN VALLEY RE 1J","6276","Niwot High School","20162017","0.92282958199356901"
"334","BOULDER","0470","ST VRAIN VALLEY RE 1J","6276","Niwot High School","20152016","0.94409937888198703"
"335","BOULDER","0470","ST VRAIN VALLEY RE 1J","6276","Niwot High School","20142015","0.97902097902097895"
"336","BOULDER","0470","ST VRAIN VALLEY RE 1J","6276","Niwot High School","20132014","0.96655518394648798"
"337","BOULDER","0470","ST VRAIN VALLEY RE 1J","6498","Olde Columbine High School","20162017","0.125"
"338","BOULDER","0470","ST VRAIN VALLEY RE 1J","6498","Olde Columbine High School","20152016","0.36619718309859101"
"339","BOULDER","0470","ST VRAIN VALLEY RE 1J","6498","Olde Columbine High School","20142015","0.38961038961038902"
"340","BOULDER","0470","ST VRAIN VALLEY RE 1J","6498","Olde Columbine High School","20132014","0.57407407407407396"
"341","BOULDER","0470","ST VRAIN VALLEY RE 1J","7789","Silver Creek High School","20162017","0.91166077738515905"
"342","BOULDER","0470","ST VRAIN VALLEY RE 1J","7789","Silver Creek High School","20152016","0.95294117647058796"
"343","BOULDER","0470","ST VRAIN VALLEY RE 1J","7789","Silver Creek High School","20142015","0.92635658914728602"
"344","BOULDER","0470","ST VRAIN VALLEY RE 1J","7789","Silver Creek High School","20132014","0.94047619047619002"
"345","BOULDER","0470","ST VRAIN VALLEY RE 1J","7839","St. Vrain Global Online Academy","20162017","0.17241379310344801"
"346","BOULDER","0470","ST VRAIN VALLEY RE 1J","7839","St. Vrain Global Online Academy","20152016","0.269230769230769"
"347","BOULDER","0470","ST VRAIN VALLEY RE 1J","7839","St. Vrain Global Online Academy","20142015","0.390625"
"348","BOULDER","0470","ST VRAIN VALLEY RE 1J","7839","St. Vrain Global Online Academy","20132014","0.38636363636363602"
"349","BOULDER","0470","ST VRAIN VALLEY RE 1J","7954","Skyline High School","20162017","0.84967320261437895"
"350","BOULDER","0470","ST VRAIN VALLEY RE 1J","7954","Skyline High School","20152016","0.82867132867132798"
"351","BOULDER","0470","ST VRAIN VALLEY RE 1J","7954","Skyline High School","20142015","0.85889570552147199"
"352","BOULDER","0470","ST VRAIN VALLEY RE 1J","7954","Skyline High School","20132014","0.88172043010752599"
"353","BOULDER","0470","ST VRAIN VALLEY RE 1J","8927","Twin Peaks Charter Academy","20162017","0.84"
"354","BOULDER","0470","ST VRAIN VALLEY RE 1J","8927","Twin Peaks Charter Academy","20152016","0.92307692307692302"
"355","BOULDER","0470","ST VRAIN VALLEY RE 1J","8927","Twin Peaks Charter Academy","20142015","0.93103448275862"
"356","BOULDER","0470","ST VRAIN VALLEY RE 1J","8927","Twin Peaks Charter Academy","20132014","0.66666666666666596"
"357","BOULDER","0470","ST VRAIN VALLEY RE 1J","9998","DISTRICT TOTAL","20162017","0.83567134268537002"
"358","BOULDER","0470","ST VRAIN VALLEY RE 1J","9998","DISTRICT TOTAL","20152016","0.87785862785862701"
"359","BOULDER","0470","ST VRAIN VALLEY RE 1J","9998","DISTRICT TOTAL","20142015","0.87720207253885996"
"360","BOULDER","0470","ST VRAIN VALLEY RE 1J","9998","DISTRICT TOTAL","20132014","0.897099069512862"
"361","BOULDER","0480","BOULDER VALLEY RE 2","0125","Arapahoe Ridge High School","20162017","0.58333333333333304"
"362","BOULDER","0480","BOULDER VALLEY RE 2","0125","Arapahoe Ridge High School","20152016","0.620253164556962"
"363","BOULDER","0480","BOULDER VALLEY RE 2","0125","Arapahoe Ridge High School","20142015","0.69444444444444398"
"364","BOULDER","0480","BOULDER VALLEY RE 2","0125","Arapahoe Ridge High School","20132014","0.76271186440677896"
"365","BOULDER","0480","BOULDER VALLEY RE 2","0924","Boulder High School","20162017","0.95505617977528001"
"366","BOULDER","0480","BOULDER VALLEY RE 2","0924","Boulder High School","20152016","0.98541666666666605"
"367","BOULDER","0480","BOULDER VALLEY RE 2","0924","Boulder High School","20142015","0.97142857142857097"
"368","BOULDER","0480","BOULDER VALLEY RE 2","0924","Boulder High School","20132014","0.98283261802575095"
"369","BOULDER","0480","BOULDER VALLEY RE 2","0930","Boulder Universal","20162017","0.94736842105263097"
"370","BOULDER","0480","BOULDER VALLEY RE 2","0930","Boulder Universal","20152016","0.83783783783783705"
"371","BOULDER","0480","BOULDER VALLEY RE 2","0930","Boulder Universal","20142015","0.8125"
"372","BOULDER","0480","BOULDER VALLEY RE 2","0930","Boulder Universal","20132014","0.56521739130434701"
"373","BOULDER","0480","BOULDER VALLEY RE 2","0934","Boulder Prep Charter High School","20162017","0.34722222222222199"
"374","BOULDER","0480","BOULDER VALLEY RE 2","0934","Boulder Prep Charter High School","20152016","0.38461538461538403"
"375","BOULDER","0480","BOULDER VALLEY RE 2","0934","Boulder Prep Charter High School","20142015","0.37837837837837801"
"376","BOULDER","0480","BOULDER VALLEY RE 2","0934","Boulder Prep Charter High School","20132014","0.41025641025641002"
"377","BOULDER","0480","BOULDER VALLEY RE 2","1070","Broomfield High School","20162017","0.94632768361581898"
"378","BOULDER","0480","BOULDER VALLEY RE 2","1070","Broomfield High School","20152016","0.96638655462184797"
"379","BOULDER","0480","BOULDER VALLEY RE 2","1070","Broomfield High School","20142015","0.98662207357859499"
"380","BOULDER","0480","BOULDER VALLEY RE 2","1070","Broomfield High School","20132014","0.97014925373134298"
"381","BOULDER","0480","BOULDER VALLEY RE 2","1380","Centaurus High School","20162017","0.94238683127571998"
"382","BOULDER","0480","BOULDER VALLEY RE 2","1380","Centaurus High School","20152016","0.95752895752895695"
"383","BOULDER","0480","BOULDER VALLEY RE 2","1380","Centaurus High School","20142015","0.99115044247787598"
"384","BOULDER","0480","BOULDER VALLEY RE 2","1380","Centaurus High School","20132014","0.98054474708171202"
"385","BOULDER","0480","BOULDER VALLEY RE 2","2892","Fairview High School","20162017","0.96659707724425803"
"386","BOULDER","0480","BOULDER VALLEY RE 2","2892","Fairview High School","20152016","0.98736462093862798"
"387","BOULDER","0480","BOULDER VALLEY RE 2","2892","Fairview High School","20142015","0.99068901303538104"
"388","BOULDER","0480","BOULDER VALLEY RE 2","2892","Fairview High School","20132014","0.99613152804642102"
"389","BOULDER","0480","BOULDER VALLEY RE 2","3499","Halcyon School (Special Education)","20162017","0"
"390","BOULDER","0480","BOULDER VALLEY RE 2","3499","Halcyon School (Special Education)","20152016","0"
"391","BOULDER","0480","BOULDER VALLEY RE 2","3499","Halcyon School (Special Education)","20142015","0"
"392","BOULDER","0480","BOULDER VALLEY RE 2","3499","Halcyon School (Special Education)","20132014","0"
"393","BOULDER","0480","BOULDER VALLEY RE 2","4496","Justice High Charter School","20162017","0.32"
"394","BOULDER","0480","BOULDER VALLEY RE 2","4496","Justice High Charter School","20152016","0.30555555555555503"
"395","BOULDER","0480","BOULDER VALLEY RE 2","4496","Justice High Charter School","20142015","0.47222222222222199"
"396","BOULDER","0480","BOULDER VALLEY RE 2","4496","Justice High Charter School","20132014","0.55555555555555503"
"397","BOULDER","0480","BOULDER VALLEY RE 2","5999","Monarch High School","20162017","0.965853658536585"
"398","BOULDER","0480","BOULDER VALLEY RE 2","5999","Monarch High School","20152016","0.97906976744186003"
"399","BOULDER","0480","BOULDER VALLEY RE 2","5999","Monarch High School","20142015","0.97777777777777697"
"400","BOULDER","0480","BOULDER VALLEY RE 2","5999","Monarch High School","20132014","0.97788697788697698"
"401","BOULDER","0480","BOULDER VALLEY RE 2","6195","New Vista High School","20162017","0.8125"
"402","BOULDER","0480","BOULDER VALLEY RE 2","6195","New Vista High School","20152016","0.96250000000000002"
"403","BOULDER","0480","BOULDER VALLEY RE 2","6195","New Vista High School","20142015","0.91549295774647799"
"404","BOULDER","0480","BOULDER VALLEY RE 2","6195","New Vista High School","20132014","0.92156862745098"
"405","BOULDER","0480","BOULDER VALLEY RE 2","6212","Nederland Middle-Senior High School","20162017","0.75555555555555498"
"406","BOULDER","0480","BOULDER VALLEY RE 2","6212","Nederland Middle-Senior High School","20152016","0.90909090909090895"
"407","BOULDER","0480","BOULDER VALLEY RE 2","6212","Nederland Middle-Senior High School","20142015","0.952380952380952"
"408","BOULDER","0480","BOULDER VALLEY RE 2","6212","Nederland Middle-Senior High School","20132014","0.89583333333333304"
"409","BOULDER","0480","BOULDER VALLEY RE 2","6816","Peak To Peak Charter School","20162017","0.97857142857142798"
"410","BOULDER","0480","BOULDER VALLEY RE 2","6816","Peak To Peak Charter School","20152016","0.992307692307692"
"411","BOULDER","0480","BOULDER VALLEY RE 2","6816","Peak To Peak Charter School","20142015","1"
"412","BOULDER","0480","BOULDER VALLEY RE 2","6816","Peak To Peak Charter School","20132014","1"
"413","BOULDER","0480","BOULDER VALLEY RE 2","9998","DISTRICT TOTAL","20162017","0.91329966329966294"
"414","BOULDER","0480","BOULDER VALLEY RE 2","9998","DISTRICT TOTAL","20152016","0.94119952959623598"
"415","BOULDER","0480","BOULDER VALLEY RE 2","9998","DISTRICT TOTAL","20142015","0.95034843205574904"
"416","BOULDER","0480","BOULDER VALLEY RE 2","9998","DISTRICT TOTAL","20132014","0.94555873925501399"
"417","DENVER","0880","DENVER COUNTY 1","0000","Summer District Dropouts","20162017","0"
"418","DENVER","0880","DENVER COUNTY 1","0000","Summer District Dropouts","20152016","0"
"419","DENVER","0880","DENVER COUNTY 1","0000","Summer District Dropouts","20142015","0"
"420","DENVER","0880","DENVER COUNTY 1","0000","Summer District Dropouts","20132014","0"
"421","DENVER","0880","DENVER COUNTY 1","0010","Abraham Lincoln High School","20162017","0.75347222222222199"
"422","DENVER","0880","DENVER COUNTY 1","0010","Abraham Lincoln High School","20152016","0.91349480968858099"
"423","DENVER","0880","DENVER COUNTY 1","0010","Abraham Lincoln High School","20142015","0.87037037037037002"
"424","DENVER","0880","DENVER COUNTY 1","0010","Abraham Lincoln High School","20132014","0.87301587301587302"
"425","DENVER","0880","DENVER COUNTY 1","0040","Ridge View Academy Charter School","20162017","1.6260162601626001E-2"
"426","DENVER","0880","DENVER COUNTY 1","0040","Ridge View Academy Charter School","20152016","6.9444444444444406E-2"
"427","DENVER","0880","DENVER COUNTY 1","0040","Ridge View Academy Charter School","20142015","0.115384615384615"
"428","DENVER","0880","DENVER COUNTY 1","0040","Ridge View Academy Charter School","20132014","0.14893617021276501"
"429","DENVER","0880","DENVER COUNTY 1","0067","Academy Of Urban Learning","20162017","0.38461538461538403"
"430","DENVER","0880","DENVER COUNTY 1","0067","Academy Of Urban Learning","20152016","0.5"
"431","DENVER","0880","DENVER COUNTY 1","0067","Academy Of Urban Learning","20142015","0.32432432432432401"
"432","DENVER","0880","DENVER COUNTY 1","0067","Academy Of Urban Learning","20132014","0.5"
"433","DENVER","0880","DENVER COUNTY 1","1295","Collegiate Preparatory Academy","20162017","0.568965517241379"
"434","DENVER","0880","DENVER COUNTY 1","1295","Collegiate Preparatory Academy","20152016","0.843373493975903"
"435","DENVER","0880","DENVER COUNTY 1","1295","Collegiate Preparatory Academy","20142015","0.85897435897435803"
"436","DENVER","0880","DENVER COUNTY 1","1295","Collegiate Preparatory Academy","20132014","0.57142857142857095"
"437","DENVER","0880","DENVER COUNTY 1","1319","Career Education Center Early College","20162017","0.67307692307692302"
"438","DENVER","0880","DENVER COUNTY 1","1319","Career Education Center Early College","20152016","0.84848484848484795"
"439","DENVER","0880","DENVER COUNTY 1","1319","Career Education Center Early College","20142015","0.96774193548387"
"440","DENVER","0880","DENVER COUNTY 1","1319","Career Education Center Early College","20132014","0.989247311827956"
"441","DENVER","0880","DENVER COUNTY 1","1489","Compassion Road Academy","20162017","0.38961038961038902"
"442","DENVER","0880","DENVER COUNTY 1","1489","Compassion Road Academy","20152016","0.37662337662337603"
"443","DENVER","0880","DENVER COUNTY 1","1489","Compassion Road Academy","20142015","0.40816326530612201"
"444","DENVER","0880","DENVER COUNTY 1","1489","Compassion Road Academy","20132014","0.29411764705882298"
"445","DENVER","0880","DENVER COUNTY 1","1748","Colorado High School Charter","20162017","0.27611940298507398"
"446","DENVER","0880","DENVER COUNTY 1","1748","Colorado High School Charter","20152016","0.36470588235294099"
"447","DENVER","0880","DENVER COUNTY 1","1748","Colorado High School Charter","20142015","0.490566037735849"
"448","DENVER","0880","DENVER COUNTY 1","1748","Colorado High School Charter","20132014","0.45977011494252801"
"449","DENVER","0880","DENVER COUNTY 1","1866","Ace Community Challenge School","20162017","0"
"450","DENVER","0880","DENVER COUNTY 1","1866","Ace Community Challenge School","20152016","0"
"451","DENVER","0880","DENVER COUNTY 1","1866","Ace Community Challenge School","20142015","0"
"452","DENVER","0880","DENVER COUNTY 1","1866","Ace Community Challenge School","20132014","0"
"453","DENVER","0880","DENVER COUNTY 1","2145","Dsst: Green Valley Ranch High School","20162017","0.87619047619047596"
"454","DENVER","0880","DENVER COUNTY 1","2145","Dsst: Green Valley Ranch High School","20152016","0.94736842105263097"
"455","DENVER","0880","DENVER COUNTY 1","2145","Dsst: Green Valley Ranch High School","20142015","0.96666666666666601"
"456","DENVER","0880","DENVER COUNTY 1","2145","Dsst: Green Valley Ranch High School","20132014","0"
"457","DENVER","0880","DENVER COUNTY 1","2175","Dsst: Cole High School","20162017","0"
"458","DENVER","0880","DENVER COUNTY 1","2175","Dsst: Cole High School","20152016","0"
"459","DENVER","0880","DENVER COUNTY 1","2175","Dsst: Cole High School","20142015","0"
"460","DENVER","0880","DENVER COUNTY 1","2175","Dsst: Cole High School","20132014","0"
"461","DENVER","0880","DENVER COUNTY 1","2183","Denver Center For International Studies","20162017","0.96629213483146004"
"462","DENVER","0880","DENVER COUNTY 1","2183","Denver Center For International Studies","20152016","0.93589743589743501"
"463","DENVER","0880","DENVER COUNTY 1","2183","Denver Center For International Studies","20142015","0.95294117647058796"
"464","DENVER","0880","DENVER COUNTY 1","2183","Denver Center For International Studies","20132014","0.96153846153846101"
"465","DENVER","0880","DENVER COUNTY 1","2184","Denver School Of The Arts","20162017","0.98765432098765404"
"466","DENVER","0880","DENVER COUNTY 1","2184","Denver School Of The Arts","20152016","0.99342105263157798"
"467","DENVER","0880","DENVER COUNTY 1","2184","Denver School Of The Arts","20142015","0.98726114649681496"
"468","DENVER","0880","DENVER COUNTY 1","2184","Denver School Of The Arts","20132014","0.99315068493150604"
"469","DENVER","0880","DENVER COUNTY 1","2185","Dsst: Stapleton High School","20162017","0.88235294117647001"
"470","DENVER","0880","DENVER COUNTY 1","2185","Dsst: Stapleton High School","20152016","0.96460176991150404"
"471","DENVER","0880","DENVER COUNTY 1","2185","Dsst: Stapleton High School","20142015","0.95049504950495001"
"472","DENVER","0880","DENVER COUNTY 1","2185","Dsst: Stapleton High School","20132014","0.96511627906976705"
"473","DENVER","0880","DENVER COUNTY 1","2188","Denver Center For 21st Learning At Wyman","20162017","0.45161290322580599"
"474","DENVER","0880","DENVER COUNTY 1","2188","Denver Center For 21st Learning At Wyman","20152016","0.63095238095238004"
"475","DENVER","0880","DENVER COUNTY 1","2188","Denver Center For 21st Learning At Wyman","20142015","0.58823529411764697"
"476","DENVER","0880","DENVER COUNTY 1","2188","Denver Center For 21st Learning At Wyman","20132014","0.46153846153846101"
"477","DENVER","0880","DENVER COUNTY 1","2209","Dcis At Montbello","20162017","0.78651685393258397"
"478","DENVER","0880","DENVER COUNTY 1","2209","Dcis At Montbello","20152016","0.96385542168674598"
"479","DENVER","0880","DENVER COUNTY 1","2209","Dcis At Montbello","20142015","0.93103448275862"
"480","DENVER","0880","DENVER COUNTY 1","2209","Dcis At Montbello","20132014","0.66666666666666596"
"481","DENVER","0880","DENVER COUNTY 1","2398","East High School","20162017","0.88494077834179297"
"482","DENVER","0880","DENVER COUNTY 1","2398","East High School","20152016","0.96167247386759502"
"483","DENVER","0880","DENVER COUNTY 1","2398","East High School","20142015","0.96302521008403297"
"484","DENVER","0880","DENVER COUNTY 1","2398","East High School","20132014","0.94357976653696396"
"485","DENVER","0880","DENVER COUNTY 1","2641","Excel Academy","20162017","0.47706422018348599"
"486","DENVER","0880","DENVER COUNTY 1","2641","Excel Academy","20152016","0.58510638297872297"
"487","DENVER","0880","DENVER COUNTY 1","2641","Excel Academy","20142015","0.63157894736842102"
"488","DENVER","0880","DENVER COUNTY 1","2641","Excel Academy","20132014","0.37735849056603699"
"489","DENVER","0880","DENVER COUNTY 1","2726","Emily Griffith High School","20162017","8.7649402390438197E-2"
"490","DENVER","0880","DENVER COUNTY 1","2726","Emily Griffith High School","20152016","0.19565217391304299"
"491","DENVER","0880","DENVER COUNTY 1","2726","Emily Griffith High School","20142015","0.24189526184538601"
"492","DENVER","0880","DENVER COUNTY 1","2726","Emily Griffith High School","20132014","0.16507177033492801"
"493","DENVER","0880","DENVER COUNTY 1","2755","Venture Prep High School","20162017","0.80327868852458995"
"494","DENVER","0880","DENVER COUNTY 1","2755","Venture Prep High School","20152016","0.88679245283018804"
"495","DENVER","0880","DENVER COUNTY 1","2755","Venture Prep High School","20142015","0.93103448275862"
"496","DENVER","0880","DENVER COUNTY 1","2755","Venture Prep High School","20132014","0.86046511627906896"
"497","DENVER","0880","DENVER COUNTY 1","2757","High Tech Early College","20162017","0.77777777777777701"
"498","DENVER","0880","DENVER COUNTY 1","2757","High Tech Early College","20152016","0.79381443298969001"
"499","DENVER","0880","DENVER COUNTY 1","2757","High Tech Early College","20142015","0.87179487179487103"
"500","DENVER","0880","DENVER COUNTY 1","2757","High Tech Early College","20132014","0.75"
"501","DENVER","0880","DENVER COUNTY 1","2789","Escuela Tlatelolco School","20162017","1"
"502","DENVER","0880","DENVER COUNTY 1","2789","Escuela Tlatelolco School","20152016","0.8"
"503","DENVER","0880","DENVER COUNTY 1","2789","Escuela Tlatelolco School","20142015","1"
"504","DENVER","0880","DENVER COUNTY 1","2789","Escuela Tlatelolco School","20132014","1"
"505","DENVER","0880","DENVER COUNTY 1","3000","Florence Crittenton High School","20162017","0.18965517241379301"
"506","DENVER","0880","DENVER COUNTY 1","3000","Florence Crittenton High School","20152016","0.273809523809523"
"507","DENVER","0880","DENVER COUNTY 1","3000","Florence Crittenton High School","20142015","0.46428571428571402"
"508","DENVER","0880","DENVER COUNTY 1","3000","Florence Crittenton High School","20132014","0.54666666666666597"
"509","DENVER","0880","DENVER COUNTY 1","3378","George Washington High School","20162017","0.82795698924731098"
"510","DENVER","0880","DENVER COUNTY 1","3378","George Washington High School","20152016","0.93031358885017401"
"511","DENVER","0880","DENVER COUNTY 1","3378","George Washington High School","20142015","0.91828793774318995"
"512","DENVER","0880","DENVER COUNTY 1","3378","George Washington High School","20132014","0.93495934959349503"
"513","DENVER","0880","DENVER COUNTY 1","3540","Girls Athletic Leadership School High School","20162017","0"
"514","DENVER","0880","DENVER COUNTY 1","3540","Girls Athletic Leadership School High School","20152016","0"
"515","DENVER","0880","DENVER COUNTY 1","3540","Girls Athletic Leadership School High School","20142015","0"
