id,geoid10,nhid,nhname,createdAt,updatedAt
75,8001009401,107,South Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
76,8001009406,106,Westminster Center Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
77,8001009407,107,South Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
78,8001009408,99,North Central Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
79,8001009409,99,North Central Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
80,8001009410,99,North Central Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
81,8001009411,106,Westminster Center Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
82,8001009501,107,South Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
83,8001009502,102,"'"Twin Lakes",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
84,8001009553,102,"'"Twin Lakes",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
85,8001009603,107,South Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
86,8001009604,107,South Westminster,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
87,8001009606,102,"'"Twin Lakes",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
88,8001009607,102,"'"Twin Lakes",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
89,8001009608,102,"'"Twin Lakes",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
90,8001009751,102,"'"Twin Lakes",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
91,8001009752,102,"'"Twin Lakes",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
92,8001015000,101,Welby and East North Washington,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
93,8001060000,280,North Thornton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
94,8001060100,111,Quail Crossing Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
95,8001060200,112,Big Dry Creek,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
96,8001061200,280,North Thornton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
97,8001988700,313,Rocky Mountain Arsenal,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
98,8003960000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
99,8003960100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
100,8003960200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
101,8003960300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
102,8005004951,89,Glendale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
103,8005004952,89,Glendale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
104,8005005551,282,Sheridan,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
105,8005005552,282,Sheridan,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
106,8005005553,270,Littleton North,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
107,8005005611,305,Dekoevend Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
108,8005005612,303,Greenwood Village,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
109,8005005614,128,West Centennial,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
110,8005005619,269,Bowels Grove Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
111,8005005620,116,S Federal Blvd and W Belleview Ave,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
112,8005005621,79,East Columbine,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
113,8005005622,275,Southwest Littleton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
114,8005005623,274,Central south Littleton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
115,8005005624,274,Central south Littleton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
116,8005005625,305,Dekoevend Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
117,8005005626,305,Dekoevend Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
118,8005005627,128,West Centennial,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
