id,geoid10,nhid,nhname,createdAt,updatedAt
310,8013013505,171,Clark Centennial Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
311,8013013506,170,Rough & Ready Park and Stephen Day Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
312,8013013507,171,Clark Centennial Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
313,8013013508,170,Rough & Ready Park and Stephen Day Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
314,8013013601,174,Lyons and Rabbit Mountain,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
315,8013013602,173,Rocky Mountain National Park and Northwest Boulder,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
316,8013013701,181,West Boulder including Ward and Jamestown,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
317,8013013702,178,Nederland and Boulder Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
318,8013060600,165,"'"Martin Acres",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
319,8013060700,164,Louisville,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
320,8013060800,162,Southeast Lafayette and Rock Creek Farm Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
321,8013060900,163,Lafayette,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
322,8013061300,165,"'"Martin Acres",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
323,8013061400,165,"'"Martin Acres",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
324,8014030000,192,Lac Amora Park and Zangs Spur Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
325,8014030100,193,Central West Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
326,8014030200,192,Lac Amora Park and Zangs Spur Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
327,8014030300,189,Southeast Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
328,8014030400,194,Central North Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
329,8014030500,194,Central North Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
330,8014030600,196,Northeast Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
331,8014030700,189,Southeast Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
332,8014030800,189,Southeast Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
333,8014030900,193,Central West Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
334,8014031000,196,Northeast Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
335,8014031100,247,Southwest Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
336,8014031200,192,Lac Amora Park and Zangs Spur Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
337,8014031300,196,Northeast Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
338,8014031400,196,Northeast Broomfield,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
339,8014980100,163,Lafayette,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
340,8014980200,162,Southeast Lafayette and Rock Creek Farm Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
341,8014980300,164,Louisville,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
342,8015000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
343,8015000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
344,8015000300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
345,8015000401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
346,8015000402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
347,8017960600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
348,8019014700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
349,8019014800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
350,8019014900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
351,8021974800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
352,8021974900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
353,8023972600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
354,8023972700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
355,8025969600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
356,8027970100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
357,8029964600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
358,8029964700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
359,8029964800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
360,8029964900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
361,8029965000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
362,8029965100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
363,8029965200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
364,8031000102,8,Berkeley,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
365,8031000201,11,Chaffee Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
366,8031000202,62,Sunnyside,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
367,8031000301,8,Berkeley,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
368,8031000302,75,West Highland,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
369,8031000303,75,West Highland,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
370,8031000401,62,Sunnyside,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
371,8031000402,36,Highland,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
372,8031000501,56,Sloan Lake,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
373,8031000502,56,Sloan Lake,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
374,8031000600,39,Jefferson Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
375,8031000701,74,West Colfax,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
376,8031000702,74,West Colfax,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
377,8031000800,61,Sun Valley,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
378,8031000902,5,Barnum West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
379,8031000903,4,Barnum,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
380,8031000904,68,Villa Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
381,8031000905,68,Villa Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
382,8031001000,67,Valverde,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
383,8031001101,62,Sunnyside,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
384,8031001102,36,Highland,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
385,8031001301,1,Athmar Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
386,8031001302,1,Athmar Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
388,8031001402,54,Ruby Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
389,8031001403,50,Overland,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
390,8031001500,29,Globeville,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
391,8031001600,26,Five Points,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
392,8031001701,63,Union Station,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
393,8031001702,10,CBD,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
394,8031001800,41,Lincoln Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
395,8031001901,41,Lincoln Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
396,8031001902,2,Auraria,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
397,8031002000,16,Civic Center,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
398,8031002100,3,Baker,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
399,8031002300,77,Whittier,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
400,8031002402,26,Five Points,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
401,8031002403,26,Five Points,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
402,8031002601,47,North Capitol Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
403,8031002602,47,North Capitol Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
404,8031002701,9,Capitol Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
405,8031002702,9,Capitol Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
406,8031002703,9,Capitol Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
407,8031002801,59,Speer,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
408,8031002802,59,Speer,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
409,8031002803,59,Speer,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
410,8031002901,71,Washington Park West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
411,8031002902,71,Washington Park West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
412,8031003001,51,Platt Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
413,8031003002,53,Rosedale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
414,8031003003,64,University,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
415,8031003004,64,University,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
416,8031003101,15,City Park West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
417,8031003102,15,City Park West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
418,8031003201,12,Cheesman Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
419,8031003202,12,Cheesman Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
420,8031003203,22,Country Club,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
421,8031003300,20,Congress Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
422,8031003401,70,Washington Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
423,8031003402,70,Washington Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
424,8031003500,25,Elyria Swansea,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
425,8031003601,18,Cole,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
426,8031003602,17,Clayton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
427,8031003603,55,Skyland,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
428,8031003701,14,City Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
429,8031003702,20,Congress Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
430,8031003703,20,Congress Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
431,8031003800,13,Cherry Creek,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
432,8031003901,7,Belcaro,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
433,8031003902,21,Cory - Merrill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
434,8031004002,73,Wellshire,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
435,8031004003,65,University Hills,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
436,8031004004,58,Southmoor Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
437,8031004005,66,University Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
438,8031004006,66,University Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
439,8031004101,49,Northeast Park Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
440,8031004102,49,Northeast Park Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
441,8031004103,48,North Park Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
442,8031004104,48,North Park Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
443,8031004106,60,Stapleton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
444,8031004107,60,Stapleton,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
445,8031004201,57,South Park Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
446,8031004202,57,South Park Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
447,8031004301,31,Hale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
448,8031004302,31,Hale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
449,8031004303,37,Hilltop,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
450,8031004304,46,Montclair,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
451,8031004306,37,Hilltop,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
452,8031004403,24,East Colfax,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
453,8031004404,24,East Colfax,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
454,8031004405,42,Lowry Field,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
455,8031004503,76,Westwood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
456,8031004504,76,Westwood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
457,8031004505,76,Westwood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
458,8031004506,76,Westwood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
459,8031004601,43,Mar Lee,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
460,8031004602,43,Mar Lee,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
461,8031004603,34,Harvey Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
462,8031004700,34,Harvey Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
463,8031004801,35,Harvey Park South,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
464,8031005001,72,Washington Virginia Vale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
465,8031005002,72,Washington Virginia Vale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
466,8031005102,69,Virginia Village,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
467,8031005104,69,Virginia Village,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
468,8031005200,69,Virginia Village,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
469,8031005300,65,University Hills,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
470,8031005502,27,Fort Logan,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
471,8031005503,27,Fort Logan,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
472,8031006701,58,Southmoor Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
473,8031006804,33,Hampden South,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
474,8031006809,33,Hampden South,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
475,8031006810,33,Hampden South,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
476,8031006811,32,Hampden,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
477,8031006812,32,Hampden,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
478,8031006813,32,Hampden,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
479,8031006814,32,Hampden,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
480,8031006901,30,Goldsmith,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
481,8031007006,40,Kennedy,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
482,8031007013,38,Indian Creek,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
483,8031007037,78,Windsor,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
484,8031007088,78,Windsor,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
485,8031007089,78,Windsor,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
486,8031008304,45,Montbello,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
487,8031008305,45,Montbello,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
488,8031008306,45,Montbello,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
489,8031008312,45,Montbello,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
490,8031008386,45,Montbello,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
491,8031008387,45,Montbello,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
492,8031008388,28,Gateway - Green Valley Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
493,8031008389,28,Gateway - Green Valley Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
494,8031008390,28,Gateway - Green Valley Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
495,8031008391,28,Gateway - Green Valley Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
496,8031011902,6,Bear Valley,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
497,8031011903,6,Bear Valley,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
498,8031012001,27,Fort Logan,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
499,8031012010,44,Marston,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
500,8031012014,44,Marston,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
501,8031015300,72,Washington Virginia Vale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
502,8031015400,52,Regis,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
503,8031015500,69,Virginia Village,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
504,8031015600,19,College View,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
505,8031015700,35,Harvey Park South,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
506,8031980000,23,DIA,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
507,8031980100,45,Montbello,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
508,8033000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
509,8035013901,207,Parker,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
510,8035013904,205,Parker North and Parker Heights,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
511,8035013905,207,Parker,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
512,8035013907,207,Parker,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
513,8035013908,216,Pinery Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
514,8035013909,213,Lemon Gulch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
515,8035013910,216,Pinery Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
516,8035013911,216,Pinery Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
517,8035014001,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
518,8035014005,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
519,8035014006,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
520,8035014007,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
521,8035014008,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
522,8035014009,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
523,8035014010,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
524,8035014011,214,Meridian International Business Center,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
525,8035014012,213,Lemon Gulch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
526,8035014013,213,Lemon Gulch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
527,8035014107,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
528,8035014108,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
529,8035014109,222,Highlands Ranch Southeast,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
530,8035014110,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
531,8035014112,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
532,8035014113,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
533,8035014114,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
534,8035014115,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
535,8035014116,203,Stonegate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
536,8035014122,217,Castle Pines North,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
537,8035014123,219,"'"Castle Pines Villige",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
538,8035014124,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
539,8035014125,217,Castle Pines North,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
540,8035014126,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
541,8035014127,217,Castle Pines North,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
542,8035014128,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
543,8035014129,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
544,8035014130,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
545,8035014131,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
546,8035014132,222,Highlands Ranch Southeast,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
547,8035014133,220,Highlands Ranch West,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
548,8035014134,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
549,8035014135,206,Highlands,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
550,8035014136,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
551,8035014137,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
552,8035014138,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
553,8035014139,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
554,8035014140,221,Highlands Ranch East,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
555,8035014202,204,East Pike National Forest,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
556,8035014203,201,Roxborough Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
557,8035014204,208,East Roxborough Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
558,8035014300,202,Pike National Forest,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
559,8035014403,209,"'"Continental Divide Raceway",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
560,8035014404,204,East Pike National Forest,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
561,8035014405,218,Red Hawk and Solitude Colorado,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
562,8035014406,218,Red Hawk and Solitude Colorado,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
563,8035014503,218,Red Hawk and Solitude Colorado,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
564,8035014504,215,"'"Glover",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
565,8035014505,215,"'"Glover",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
566,8035014506,209,"'"Continental Divide Raceway",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
567,8035014602,210,Russellville,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
568,8035014603,212,Mitchell Culch Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
569,8035014604,211,Castlewood Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
570,8037000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
571,8037000200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
572,8037000301,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
573,8037000302,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
574,8037000401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
575,8037000402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
576,8037000403,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
577,8037000501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
578,8037000502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
579,8037000503,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
580,8037000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
581,8037000701,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
582,8037000702,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
583,8037000703,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
584,8039961100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
585,8039961204,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
586,8039961205,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
587,8039961206,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
588,8039961207,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
589,8039961208,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
590,8039961209,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
591,8041000101,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
