nhid,dist,sch_cd,School_Name,Lowest_Grade,Highest_Grade,COUNTY,geometry
288,dist1,9083,VISTA PEAK P-8 EXPLORATORY,Preschool,8th Grade,ARAPAHOE,0101000000585BB1BFEC2C5AC0A8ECBB22F8DB4340
288,dist2,6189,MURPHY CREEK K-8 SCHOOL,Preschool,8th Grade,ARAPAHOE,0101000000109370218F2D5AC078DC627E6ED84340
288,dist3,465,AURORA FRONTIER K-8,Preschool,8th Grade,ARAPAHOE,01010000009826A5A0DB2F5AC08093180456D44340
29,dist1,3296,GARDEN PLACE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000002C47567E193F5AC0501CB28174E34340
29,dist2,8909,TREVISTA AT HORACE MANN,Preschool,5th Grade,DENVER,0101000000D43F16A243405AC06040DAFF00E34340
29,dist3,9739,WYATT ACADEMY,Kindergarten,8th Grade,DENVER,0101000000585EF23FF93D5AC058FEEE1D35E24340
298,dist1,310,ARKANSAS ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000E8758BC058325AC0C8B260E28FD84340
298,dist2,7865,SIDE CREEK ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000545BB1BFEC305AC018BA4BE2ACD64340
298,dist3,4270,IOWA ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,010100000034A41820D1325AC0A84D8061F9D74340
299,dist1,8834,THOMSON ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000107EE200FA435AC0C0490C022BEB4340
299,dist2,3726,HACKBERRY HILL ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000C42E8A1EF8445AC038478FDFDBEA4340
299,dist3,3792,HARRIS PARK ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,0101000000C47C7901F6425AC0D016821C94EA4340
3,dist1,2129,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMONT,Preschool,5th Grade,DENVER,0101000000D0A96400A83F5AC010E2AE5E45DC4340
3,dist2,9050,VALVERDE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000A892C83EC8405AC01081238106DB4340
3,dist3,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,Kindergarten,5th Grade,DENVER,010100000084CC9541B5405AC020FD135CACDA4340
30,dist1,4062,HOLLY HILLS ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000746CCB80B33A5AC010E8BE9CD9D44340
30,dist2,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,Kindergarten,12th Grade,DENVER,01010000001072A59E053B5AC0F0CF4543C6D74340
30,dist3,3987,HIGHLINE ACADEMY SOUTHEAST,Kindergarten,8th Grade,DENVER,01010000009026DE019E3B5AC0F0EE737CB4D64340
300,dist1,9328,WEBER ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000104E0B5EF4455AC0202FA4C343EC4340
300,dist2,9232,WARDER ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000C4793881E9455AC08072DBBE47EB4340
300,dist3,7870,SIERRA ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000D4E8D500A5475AC03038BC2022EB4340
301,dist1,9494,WESTVIEW ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,0101000000F08D210038405AC0B0C266800BF24340
301,dist2,4000,HILLCREST ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,0101000000D80F786000405AC0706A12BC21F14340
301,dist3,3439,GLOBAL VILLAGE ACADEMY - NORTHGLENN,Kindergarten,8th Grade,ADAMS,0101000000087BDAE1AF3F5AC0184ED2FC31F34340
302,dist1,1574,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,01010000007869C361693D5AC0B047533D99D14340
302,dist2,7972,SLAVENS K-8 SCHOOL,Kindergarten,8th Grade,DENVER,0101000000900B957F2D3D5AC078D311C0CDD44340
302,dist3,1514,CHARLES HAY WORLD SCHOOL,Kindergarten,6th Grade,ARAPAHOE,0101000000041B9E5E293E5AC07854C37E4FD44340
303,dist1,3648,GREENWOOD ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,01010000000C630B410E3B5AC0585E2BA1BBCE4340
303,dist2,5236,LOIS LENSKI ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,0101000000A4B35A608F3B5AC0F8DB65BFEECC4340
303,dist3,6814,PEABODY ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,01010000003CCBF3E0EE3C5AC048834D9D47CD4340
304,dist1,1556,CHERRELYN ELEMENTARY SCHOOL,Kindergarten,6th Grade,ARAPAHOE,010100000058880E81233F5AC0C840102043D14340
304,dist2,9620,WM E BISHOP ELEMENTARY SCHOOL,Kindergarten,6th Grade,ARAPAHOE,01010000000806103E943F5AC0B07F2C4487D44340
304,dist3,1652,CLAYTON ELEMENTARY SCHOOL,Kindergarten,6th Grade,ARAPAHOE,0101000000807B65DEAA3F5AC010D369DD06D14340
305,dist1,3950,HIGHLAND ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,01010000000C6C5CFFAE3E5AC0602B4CDF6BCC4340
305,dist2,752,FRANKLIN ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,010100000038D175E1073E5AC0A0CB9BC3B5CC4340
305,dist3,5574,TWAIN ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,0101000000C0340C1F113E5AC0F848BC3C9DCB4340
306,dist1,652,BEAR CREEK ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,01010000003462669FC7505AC09033315D88FD4340
306,dist2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,Preschool,5th Grade,BOULDER,01010000009C2CB5DE6F515AC098F6065F98004440
306,dist3,5838,MESA ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000307AFCDEA6505AC0107B134372FC4340
307,dist1,2970,FLATIRONS ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000DCF126BF45525AC05056F0DB10014440
307,dist2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,Preschool,5th Grade,BOULDER,01010000009C2CB5DE6F515AC098F6065F98004440
307,dist3,9544,WHITTIER ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000D0B2B5BE48515AC040B39602D2024440
308,dist1,3022,FOOTHILL ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,010100000004FD851E31525AC00061527C7C044440
308,dist2,1842,COLUMBINE ELEMENTARY SCHOOL,Preschool,5th Grade,BOULDER,0101000000D4F4673F52515AC04047567E19044440
308,dist3,9544,WHITTIER ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000D0B2B5BE48515AC040B39602D2024440
309,dist1,9544,WHITTIER ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000D0B2B5BE48515AC040B39602D2024440
309,dist2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,Preschool,5th Grade,BOULDER,01010000009C2CB5DE6F515AC098F6065F98004440
309,dist3,1842,COLUMBINE ELEMENTARY SCHOOL,Preschool,5th Grade,BOULDER,0101000000D4F4673F52515AC04047567E19044440
31,dist1,6676,PALMER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000282C7FBE2D3B5AC090AB3C81B0DD4340
31,dist2,8776,TELLER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000007869C361693C5AC04041D47D00DE4340
31,dist3,8222,STECK ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000004807EBFF1C3C5AC078FA415DA4DC4340
310,dist1,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,Preschool,5th Grade,BOULDER,01010000009C2CB5DE6F515AC098F6065F98004440
310,dist2,2970,FLATIRONS ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000DCF126BF45525AC05056F0DB10014440
310,dist3,9544,WHITTIER ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000D0B2B5BE48515AC040B39602D2024440
311,dist1,1842,COLUMBINE ELEMENTARY SCHOOL,Preschool,5th Grade,BOULDER,0101000000D4F4673F52515AC04047567E19044440
311,dist2,9544,WHITTIER ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000D0B2B5BE48515AC040B39602D2024440
311,dist3,3022,FOOTHILL ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,010100000004FD851E31525AC00061527C7C044440
312,dist1,5892,MILLER SPECIAL EDUCATION,Preschool,12th Grade,JEFFERSON,010100000060A0A4C002475AC0007C293C68DC4340
312,dist2,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000C8B22781CD475AC0A8EA025E66DA4340
312,dist3,9432,DENNISON ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000808D2441B8465AC068368FC360DC4340
313,dist1,220,AMESSE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000D0D90242EB355AC0B825E4839EE54340
313,dist2,2205,DCIS AT FORD,Preschool,5th Grade,DENVER,01010000001C2026E142345AC0681EF98381E54340
313,dist3,5621,MONARCH MONTESSORI,Kindergarten,5th Grade,DENVER,01010000001CCFF57D38365AC098CF2B9E7AE44340
32,dist1,4074,HOLM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000C8B2EE1F0B395AC01850FD8348D44340
32,dist2,7241,ROCKY MOUNTAIN PREP: CREEKSIDE,Preschool,5th Grade,DENVER,0101000000941799805F395AC08048F8DEDFD64340
32,dist3,7578,SAMUELS ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000000842B28009395AC0B0019F1F46D24340
33,dist1,7578,SAMUELS ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000000842B28009395AC0B0019F1F46D24340
33,dist2,8138,SOUTHMOOR ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000F814C781573A5AC088E272BC02D34340
33,dist3,4074,HOLM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000C8B2EE1F0B395AC01850FD8348D44340
34,dist1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,Kindergarten,12th Grade,DENVER,010100000038C5AA4198425AC0B85ED38382D64340
34,dist2,2258,DOULL ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000E0270EA0DF425AC08887140324D64340
34,dist3,3704,GUST ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000008C1150E108425AC0487D76C075D54340
35,dist1,7554,SABIN WORLD SCHOOL,Preschool,5th Grade,DENVER,0101000000282FF99FFC425AC088C64CA25ED44340
35,dist2,3704,GUST ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000008C1150E108425AC0487D76C075D54340
35,dist3,2258,DOULL ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000E0270EA0DF425AC08887140324D64340
36,dist1,6397,ACADEMIA ANA MARIE SANDOVAL,Preschool,6th Grade,DENVER,01010000001C1ADD41EC405AC0F8BDF8A23DE24340
36,dist2,1106,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000006C21567F84405AC0102D5DC136E24340
36,dist3,408,VALDEZ ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000982CEE3F32415AC04086C77E16E14340
37,dist1,1324,CARSON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000008099EFE0273B5AC09847FE60E0DB4340
37,dist2,2127,DENVER LANGUAGE SCHOOL,Kindergarten,8th Grade,DENVER,01010000002C2FC03E3A3A5AC0E0B5BDDD92DC4340
37,dist3,6676,PALMER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000282C7FBE2D3B5AC090AB3C81B0DD4340
38,dist1,7241,ROCKY MOUNTAIN PREP: CREEKSIDE,Preschool,5th Grade,DENVER,0101000000941799805F395AC08048F8DEDFD64340
38,dist2,7045,PLACE BRIDGE ACADEMY,Preschool,8th Grade,DENVER,0101000000E0067C7E183A5AC08048BF7D1DD84340
38,dist3,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,Kindergarten,12th Grade,DENVER,01010000001072A59E053B5AC0F0CF4543C6D74340
39,dist1,408,VALDEZ ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000982CEE3F32415AC04086C77E16E14340
39,dist2,1076,BROWN INTERNATIONAL ACADEMY,Preschool,5th Grade,DENVER,010100000088FCFA2136425AC0D8B260E28FE04340
39,dist3,1528,CHELTENHAM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000038B01C2103425AC05892205C01DF4340
4,dist1,520,BARNUM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000074758E01D9415AC03029779FE3DB4340
4,dist2,6254,NEWLON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000001CAB949EE9425AC0A077634161DC4340
4,dist3,6188,MUNROE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000090E4B9BE0F425AC0F072F56393DA4340
40,dist1,4383,JOE SHOEMAKER SCHOOL,Preschool,5th Grade,DENVER,0101000000B8FE243E77375AC078DCD440F3D34340
40,dist2,7102,POLTON COMMUNITY ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000241DACFF73365AC018EE409DF2D44340
40,dist3,2428,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,010100000088B1135E82365AC030357BA015D64340
41,dist1,3655,GREENLEE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000088D51F6118405AC0D0DF844204DE4340
41,dist2,2880,FAIRVIEW ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000A4923A014D415AC0488C82E0F1DD4340
41,dist3,2129,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMONT,Preschool,5th Grade,DENVER,0101000000D0A96400A83F5AC010E2AE5E45DC4340
42,dist1,9056,VANGUARD CLASSICAL SCHOOL - WEST,Kindergarten,8th Grade,DENVER,0101000000B0B321FFCC385AC0505B5CE333DD4340
42,dist2,5342,LOWRY ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000001C9947FE60395AC068CAC0012DDB4340
42,dist3,458,AURORA ACADEMY CHARTER SCHOOL,Kindergarten,8th Grade,ARAPAHOE,01010000008CB454DE8E375AC0D8FA5B02F0DB4340
43,dist1,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000D41B7C6132425AC0A00E643DB5D84340
43,dist2,3032,FORCE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000C0340C1F11435AC0D89A58E02BD84340
43,dist3,4450,JOHNSON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000000FA7DFFE6415AC0A8504F1F81D74340
44,dist1,3605,GRANT RANCH ECE-8 SCHOOL,Preschool,8th Grade,DENVER,010100000070FAB31F29445AC000A6B73F17CF4340
44,dist2,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000ACA7565F5D465AC028A5846055CF4340
44,dist3,951,BLUE HERON ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000E8AEB321FF435AC0D8D9907F66CE4340
45,dist1,5685,MCGLONE ACADEMY,Preschool,6th Grade,DENVER,0101000000F07BD45FAF355AC0E058FB3BDBE34340
45,dist2,5621,MONARCH MONTESSORI,Kindergarten,5th Grade,DENVER,01010000001CCFF57D38365AC098CF2B9E7AE44340
45,dist3,220,AMESSE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000D0D90242EB355AC0B825E4839EE54340
46,dist1,6002,MONTCLAIR ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000D8CD8C7E343A5AC030ED461FF3DD4340
46,dist2,6676,PALMER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000282C7FBE2D3B5AC090AB3C81B0DD4340
46,dist3,2127,DENVER LANGUAGE SCHOOL,Kindergarten,8th Grade,DENVER,01010000002C2FC03E3A3A5AC0E0B5BDDD92DC4340
47,dist1,2207,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000E475C4211B3F5AC0A89BFD8172DF4340
47,dist2,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000149337C0CC3E5AC0E81E12BEF7DF4340
47,dist3,9548,WHITTIER K-8 SCHOOL,Preschool,8th Grade,DENVER,010100000040F295404A3E5AC0E0A9B9DC60E04340
48,dist1,4782,HALLETT FUNDAMENTAL ACADEMY,Preschool,5th Grade,DENVER,0101000000C0525DC0CB3A5AC0B8BCAB1E30E14340
48,dist2,8232,STEDMAN ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000002DEBFEB13B5AC0C83A8E1F2AE14340
48,dist3,8006,SMITH ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000078724D81CC3A5AC088FCFA2136E24340
49,dist1,8006,SMITH ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000078724D81CC3A5AC088FCFA2136E24340
49,dist2,4782,HALLETT FUNDAMENTAL ACADEMY,Preschool,5th Grade,DENVER,0101000000C0525DC0CB3A5AC0B8BCAB1E30E14340
49,dist3,8232,STEDMAN ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000002DEBFEB13B5AC0C83A8E1F2AE14340
5,dist1,6254,NEWLON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000001CAB949EE9425AC0A077634161DC4340
5,dist2,4762,KNAPP ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000F49CF4BEF1425AC0981403249ADA4340
5,dist3,520,BARNUM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000074758E01D9415AC03029779FE3DB4340
50,dist1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000B4FB5580EF3E5AC0D007AF5DDAD84340
50,dist2,7698,SCHMITT ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000090E4F21FD2405AC000E275FD82D74340
50,dist3,388,ASBURY ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000147EA99F373E5AC0B0A44E4013D74340
51,dist1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000B4FB5580EF3E5AC0D007AF5DDAD84340
51,dist2,388,ASBURY ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000147EA99F373E5AC0B0A44E4013D74340
51,dist3,5158,LINCOLN ELEMENTARY SCHOOL,Preschool,6th Grade,DENVER,01010000007893A641D13E5AC0D842908312DA4340
52,dist1,1400,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,Preschool,5th Grade,DENVER,0101000000284A09C1AA425AC030C3F17C06E44340
52,dist2,7278,RICARDO FLORES MAGON ACADEMY,Kindergarten,8th Grade,ADAMS,010100000018DE736039425AC0507FBDC282E54340
52,dist3,1345,CESAR CHAVEZ ACADEMY DENVER,Kindergarten,8th Grade,DENVER,0101000000C473B680D0425AC0E857738060E24340
53,dist1,388,ASBURY ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000147EA99F373E5AC0B0A44E4013D74340
53,dist2,1514,CHARLES HAY WORLD SCHOOL,Kindergarten,6th Grade,ARAPAHOE,0101000000041B9E5E293E5AC07854C37E4FD44340
53,dist3,9620,WM E BISHOP ELEMENTARY SCHOOL,Kindergarten,6th Grade,ARAPAHOE,01010000000806103E943F5AC0B07F2C4487D44340
54,dist1,3478,GODSMAN ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000F093313ECC405AC0403ACAC16CD84340
54,dist2,7698,SCHMITT ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000090E4F21FD2405AC000E275FD82D74340
54,dist3,3512,GOLDRICK ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000020F0879FFF405AC0E833D93F4FD94340
55,dist1,1846,COLUMBINE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000084BA48A12C3D5AC090D2DEE00BE14340
55,dist2,6957,UNIVERSITY PREP - STEELE ST.,Preschool,5th Grade,DENVER,010100000018B14F00C53C5AC0700C3A2174E24340
55,dist3,3778,INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON,Preschool,5th Grade,DENVER,010100000068E55E60563D5AC080751C3F54E24340
56,dist1,1076,BROWN INTERNATIONAL ACADEMY,Preschool,5th Grade,DENVER,010100000088FCFA2136425AC0D8B260E28FE04340
56,dist2,1774,COLFAX ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000008484285FD0425AC05876887FD8DE4340
56,dist3,1528,CHELTENHAM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000038B01C2103425AC05892205C01DF4340
57,dist1,6754,PARK HILL SCHOOL,Preschool,5th Grade,DENVER,01010000001C9FC9FE793B5AC050DD5CFC6DDF4340
57,dist2,6479,ODYSSEY SCHOOL OF DENVER,Kindergarten,8th Grade,DENVER,010100000078634161503A5AC0B0832EE1D0DF4340
57,dist3,6676,PALMER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000282C7FBE2D3B5AC090AB3C81B0DD4340
58,dist1,8138,SOUTHMOOR ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000F814C781573A5AC088E272BC02D34340
58,dist2,7578,SAMUELS ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000000842B28009395AC0B0019F1F46D24340
58,dist3,4062,HOLLY HILLS ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000746CCB80B33A5AC010E8BE9CD9D44340
59,dist1,8242,STEELE ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000D08E1B7E373E5AC008705E9CF8DA4340
59,dist2,2129,DENVER CENTER FOR INTERNATIONAL STUDIES AT FAIRMONT,Preschool,5th Grade,DENVER,0101000000D0A96400A83F5AC010E2AE5E45DC4340
59,dist3,6088,DORA MOORE ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000008CD5E6FF553E5AC0B0E908E066DD4340
6,dist1,8888,TRAYLOR ACADEMY,Preschool,5th Grade,DENVER,010100000034622D3E05445AC0B819A721AAD44340
6,dist2,7554,SABIN WORLD SCHOOL,Preschool,5th Grade,DENVER,0101000000282FF99FFC425AC088C64CA25ED44340
6,dist3,491,ADDENBROOKE CLASSICAL GRAMMAR SCHOOL,Preschool,5th Grade,JEFFERSON,01010000009450C1E105455AC078ACC43C2BD34340
60,dist1,3991,HIGH TECH ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000400A65E1EB385AC0E061BEBC00E54340
60,dist2,8453,SWIGERT INTERNATIONAL SCHOOL,Preschool,5th Grade,DENVER,01010000003C92921E86395AC068A9A0A2EAE14340
60,dist3,9425,WESTERLY CREEK ELEMENTARY,Preschool,5th Grade,DENVER,0101000000E469F981AB385AC08875AA7CCFE04340
61,dist1,2880,FAIRVIEW ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000A4923A014D415AC0488C82E0F1DD4340
61,dist2,2364,EAGLETON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000000C751F80D4415AC04853211E89DD4340
61,dist3,1528,CHELTENHAM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000038B01C2103425AC05892205C01DF4340
62,dist1,8909,TREVISTA AT HORACE MANN,Preschool,5th Grade,DENVER,0101000000D43F16A243405AC06040DAFF00E34340
62,dist2,6397,ACADEMIA ANA MARIE SANDOVAL,Preschool,6th Grade,DENVER,01010000001C1ADD41EC405AC0F8BDF8A23DE24340
62,dist3,1106,BRYANT WEBSTER DUAL LANGUAGE ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000006C21567F84405AC0102D5DC136E24340
63,dist1,8945,UNIVERSITY PREP - ARAPAHOE ST.,Kindergarten,5th Grade,DENVER,0101000000C016F4DE183F5AC0B0AD9FFEB3E04340
63,dist2,2207,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000E475C4211B3F5AC0A89BFD8172DF4340
63,dist3,408,VALDEZ ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000982CEE3F32415AC04086C77E16E14340
64,dist1,388,ASBURY ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000147EA99F373E5AC0B0A44E4013D74340
64,dist2,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,010100000014967840D93C5AC01814CD0358D64340
64,dist3,7972,SLAVENS K-8 SCHOOL,Kindergarten,8th Grade,DENVER,0101000000900B957F2D3D5AC078D311C0CDD44340
65,dist1,964,BRADLEY INTERNATIONAL SCHOOL,Preschool,5th Grade,DENVER,0101000000285F5E807D3B5AC0204548DDCED44340
65,dist2,4062,HOLLY HILLS ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000746CCB80B33A5AC010E8BE9CD9D44340
65,dist3,3987,HIGHLINE ACADEMY SOUTHEAST,Kindergarten,8th Grade,DENVER,01010000009026DE019E3B5AC0F0EE737CB4D64340
66,dist1,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,010100000014967840D93C5AC01814CD0358D64340
66,dist2,1908,CORY ELEMENTARY SCHOOL,1st Grade,5th Grade,DENVER,01010000009C62D520CC3C5AC0F826DBC01DD84340
66,dist3,3698,CREATIVITY CHALLENGE COMMUNITY,Kindergarten,5th Grade,DENVER,0101000000F490291F823C5AC008185DDE1CD84340
67,dist1,9050,VALVERDE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000A892C83EC8405AC01081238106DB4340
67,dist2,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,Kindergarten,5th Grade,DENVER,010100000084CC9541B5405AC020FD135CACDA4340
67,dist3,520,BARNUM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000074758E01D9415AC03029779FE3DB4340
68,dist1,1928,COWELL ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000740CC85EEF425AC0C8E2FE23D3DD4340
68,dist2,2364,EAGLETON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000000C751F80D4415AC04853211E89DD4340
68,dist3,6254,NEWLON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000001CAB949EE9425AC0A077634161DC4340
69,dist1,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,Kindergarten,12th Grade,DENVER,01010000001072A59E053B5AC0F0CF4543C6D74340
69,dist2,2652,ELLIS ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000009838B9DFA13B5AC080FA08FCE1D74340
69,dist3,3987,HIGHLINE ACADEMY SOUTHEAST,Kindergarten,8th Grade,DENVER,01010000009026DE019E3B5AC0F0EE737CB4D64340
7,dist1,1908,CORY ELEMENTARY SCHOOL,1st Grade,5th Grade,DENVER,01010000009C62D520CC3C5AC0F826DBC01DD84340
7,dist2,3698,CREATIVITY CHALLENGE COMMUNITY,Kindergarten,5th Grade,DENVER,0101000000F490291F823C5AC008185DDE1CD84340
