gid,geom,nhid,countyfp10,nhname
1,0106000020B808000001000000010300000001000000EA0000002A8F905A0BF64741FDD428095CB3394100EBBD6425F6474119414D22F0B23941F84A70F928F64741F4C62EDCD8B23941A208AB1236F647412513E0D06CB23941E76C1A2A47F64741699E2825EDB13941F667AB5056F64741BA7C594096B139417FB0428975F64741C604D22600B13941E9A2968777F647412AE15D6EF7B039417E6BA7F8A2F647411BAB7C0635B039417F5D9717B3F64741B2A2479BE3AF39418AD9A9B7D1F64741FD1D5BE326AF3941C003063BDDF64741780F8E08C9AE39417FF3A2DBE0F6474182A1F300A1AE3941DF93BA09E5F64741D26A719F7CAE39419226DF57EBF64741FEAC24CD52AE39415050CC9AF4F647417CC0B14828AE3941157C48DD06F7474108AE81B0CCAD3941F7093DFD3CF74741E6E4076AA8AC3941D2EA546F46F74741F963403C6EAC3941C03476374EF747411226B14B2BAC39411E91CDDE52F747416AF9A257F4AB394139C7493458F74741A29654C6C5AB3941EA27193665F747419602829B7BAB39412A3309D774F747410298060C44AB394135266A4F98F747419F749DE3A4AA394113E5CCFDA0F74741719826EC80AA3941A8CFACB7BAF74741C750FD2122AA3941E64258C9CCF74741E97D551DD9A939419707280DD0F74741DB034096CEA93941E9D3B427D6F747418C51E3FBBAA93941585F7D53E3F74741265437709BA93941A78699BE15F847410960F7B122A93941063C15D01DF84741688A76EF10A93941022B2A7294F847416608B0E006A83941C002291E99F847415D7BA15DFCA739413CC0E421A7F847415544B731DDA739414F7F9EA9ABF84741C744830BD3A739411ADC23EBAEF84741BB08B6CBCBA73941661F1F0DE4F84741A8BFBCE044A73941968722FDFDF84741F2CE7DF4FFA639419757D0DA14F94741FA84B49EB2A63941D269EE1937F94741AB68FD3D38A63941A0450AC142F947410AE5187B0EA63941026D96FB62F94741BA27D790A5A53941156A4DE4C1F947414771C6388BA439416EF828DAE8F9474104BE7B652AA43941F32E9955F5F94741C593D71B06A439412596DBF70CFA4741D388CD32A2A33941625220861CFA4741E5355E5353A33941FA5DC75130FA474124E0594FCBA23941786444DE33FA47414E0BA80EC0A239417B07C33A4AFA474190BFB8F390A239417933542B52FA4741D064412F7BA2394148FCD26E58FA47411A1BF60661A23941713DEFBE62FA4741EEA5EF921FA239415121731667FA474164544246F4A13941FD0D19326AFA474159980D098BA13941D1A821166BFA47416E08100548A13941C8FFB1A66CFA47417B2D56930FA13941229ADD5E6CFA4741F7AD60F0DCA0394161F264346BFA474128F5325354A03941CCF4788268FA4741234CFF67F79F3941CC30BAE064FA4741836A21A0BB9F394168EA5AA45EFA474115699E0B679F3941CD042A7F5CFA4741FF702E23419F39411DF3E7295CFA4741D9A12E8ABC9E39415B49980054FA4741AA6516D0BC9E3941B9DD9D674CFA474144F05ABABC9E3941DB0483FD1CFA4741E736C832BC9E3941BDF676170DFA474140CF5705BC9E39418E53CE29E3F94741989FCFEABB9E39419C46FFF364F9474108242FB2BC9E394136CE0FE23AF94741BF9CC8F4BC9E39413E03CED119F94741C1E69896BC9E3941BA443858B6F84741C2224093BC9E394124446D2395F8474131F656EFBC9E3941C5DEED3674F8474103C805EFBC9E39417ECE1F0511F847416056624ABD9E394190CF59F4EFF74741AC9B17A7BD9E394114A1DA07CFF74741C032FEA6BD9E3941F4A1581E6CF747411EB38EA6BD9E3941EDEFD40D4BF747419AE33BA6BD9E3941C8ED89B529F747414990E847BD9E3941F833E3ABC5F64741E3FEF244BD9E3941C08C1453A4F64741C2464DA1BD9E394145509A8A83F64741617409A2BD9E3941266CA83021F64741421E005FBE9E3941F8B7EC6700F64741236228BDBE9E39417F7336CBDDF5474128A7F5B8BE9E3941D827E46C57F5474117061CB4BE9E39416EA54793D4F44741F584985CBE9E394190FE2DE24BF34741C40C07B7BD9E3941D7194DE4C8F2474111D01DBFBD9E3941CAF2C2EEBCF24741869CD59DBD9E3941795ADAC598F247411E767D96BD9E394145BB0AAC8CF247411D0317D2BD9E39412037612851F2474164BEA92CBD9E39412542A29C9EF14741BDE7FB54BC9E3941FDF6B71863F147418DF05F0DBC9E394116105DCE50F14741FEBEBCDABB9E3941C88A02A719F147418B83609FBB9E3941A484623807F147412083A7C9BB9E39412F82425FE1F04741192447BEBB9E3941D00562D36FF047412E32FE56BC9E3941D248FDD549F04741AC46B5A8BC9E39415C6B62D62DF0474162C4835BBC9E3941F8DF4CB3D9EF4741E952FCD0BB9E3941C4276D8FBDEF4741A0E7C7E0BB9E394181778D6BA1EF4741489B9BF0BB9E3941DB88AEFF4CEF4741BA73877DBC9E394165558AB730EF47417FBC58EABC9E394118D3D1EE0FEF4741E53BD64ABD9E39414EDBA894ADEE4741AEDB906CBE9E39413015ECA78CEE474106C3D7CCBE9E394131EE589559EE4741B894F740BE9E3941745DDB38C0ED4741863655B5BD9E3941B02AC4018DED4741B4D5FDE3BD9E3941F377EA0194ED47413C6A3E5A349F394151F10097D2EC474145049715BA9E394105352788BAEC47410B68DC76B99E394164D2886D3FEC474112B7EB55B69E3941C4AD93C91EEC4741882A08A0B59E3941E3AB30B9BCEB4741E47ABD38B49E39417F6BF7F09BEB4741B41CE4DFB39E3941C94258017CEB4741A600DFCEB29E39414536360E1CEB47418D0BEDF8AF9E394170D552FAFBEA4741287BF044AF9E394122F1407EDAEA47418D4A318DAE9E3941C0E2BD9D75EA47411D3955C2AC9E3941D02568FD53EA4741EA13A367AC9E3941676D681133EA4741ABDEA1B1AB9E39418E99E628D0E94741C410004AAA9E3941BC39A318AFE9474149830AF1A99E3941ED574A3D93E947411340DF48A99E394143A800AB3FE94741813ECDADA79E3941744964AB23E94741052AA162A79E394187490AF6FDE847412649F1B7A79E3941B4627BB18CE8474113BE5872A99E39411CD2DED766E84741D7DEC224AA9E39410FA6013A65E84741AC176D2D309F3941A235F61763E847413E84BB44DA9F39416773F25762E8474130957864C3A03941677EBED961E8474184CCAA2A4AA13941513FCEDE61E8474179DCD16D78A1394160D677A561E847415D2C07F103A2394188C5448661E84741F06F0E9132A23941759EBE4C61E84741E5311C8888A2394164C1ED9F60E847410F5E88CA8AA33941ED32296660E847417115D81EE1A33941D1EC535D60E84741CA03452524A43941D7ADCBFA5FE8474117BBCC37EDA43941F0D0B3CD5FE84741487C1A9B30A53941FC4D5E855FE84741BF5F05E166A5394152005EAC5EE84741022CC7B209A63941083FCA635EE8474137E6F25540A639413C2194315EE84741F6DC835F8BA63941F0C6F19A5DE8474186EB387C6CA739416E7379445DE84741F204ABE2B7A7394133E6C41B5DE8474124357AB7F4A73941C7712AA15CE84741C66369F0ABA83941D87D37785CE84741B0A07922E9A83941083B25015CE847418AC90B6F2FA939416F42E42F5AE8474118FFA25302AA39416E55CB7059E847416EA6759F48AA39416977C54A59E847419A3A867281AA3941A3E2AC9058E84741886CF8EA2BAB39415531654658E84741B18DE91A65AB3941C080FB7F58E847415825E282B0AB39411F89FBE358E847418CB0CDD193AC394111834FF958E847414C7AA796DFAC3941D7798E1B59E8474151223B0D18AD3941D2074E5D59E84741327297E5C2AD3941830E4B5B59E84741EBA90BB9FBAD394131577E9C59E847412E07D0EC05AE3941E6D7CCCF59E847419DB8DBE324AE3941F042BBC859E8474163751F742FAE39414FFD0C5659E84741085F35326FAE39417A53C4FD57E8474128D4B8C92EAF394112EDD46657E84741A78BAFE46EAF3941E1472D3C57E84741768E87A3AEAF3941498AB69756E84741080F319A6EB039415889CD4856E847419AE0E9B5AEB03941E122C3F255E847411A3B5D4B2FB139412CEBA3F054E84741B9AFBD0BB1B2394179C2967654E84741D7EBD4A031B33941FB05731277E847412EEC382B30B33941DF7A489DDEE84741A4F0ADE12CB339412F80E41401E94741468122C92BB3394181A062B721E947412D03BB202CB339415C0A1E7A83E94741D7B9253F2EB33941C67F5AF8A3E94741E12AC9F32EB339419F1AF1DEC5E947415473004F2FB339416BF9EF252BEA47411C4C8A7731B3394144BE44E84CEA4741CE9FCF2F32B33941E993CAF66DEA4741D2AEFA8832B339416BB157B5D0EA4741D7CF9B0835B33941737E5C9FF1EA47419E83121C36B3394165F1A2AD12EB47419692B5D236B3394162BD75D875EB474164FEE1F638B33941A8D2BBE696EB4741F6E1B1AD39B33941AE9A0F6DB5EB4741C6676F003AB33941D27789DB10EC474138DAFFB23BB33941F3069B3D2FEC4741F9E5C1623CB3394103821A0450EC474198C8CCBB3CB33941F5B4D732B2EC474193FE8DDE3EB339417E4AD5D4D2EC4741C327E3F13FB33941B2663003F5EC4741FD1B3AAC40B33941D9A0C8FA2DED4741BF313B5F42B33941C3C1428D5BED47411576875044B339416BFB5A977DED47413A34EC6745B33941074161CA9EED474169360E0845B3394143266F1B02EE47418619F3E743B33941E40D732A23EE474192B3DF8743B33941F7B1BA0D86EE4741C46BE4F344B33941466ECEB6AEEF4741E4CC0C524AB33941FFFDD07511F04741E49B7F1C4CB33941E2175DDA53F047414628118E4DB33941C6BBB3771AF1474134B5863F52B339412200FBB75CF14741D522A90E54B33941248716D29FF14741FA888E5353B33941F85822B468F2474174A4677F51B3394160B5FBA9ABF247417969E12151B33941D10FD7E6EEF24741254D523A52B3394106646078B8F347412D1D57F956B339414562B590FBF34741C7F39CCC58B33941D28F80723AF447411E96800758B339419A229C1242F5474142B19F1655B339412CB58ACF5BF54741D9D7F3D356B33941FCD14E05A9F54741289119815DB33941B980B69DC2F547414FCDA3F85FB339414224CDF6D0F547410414062160B33941C7E5C9B9FBF547410BD8AEF660B33941CE179CEE09F647418233F47B61B339412A8F905A0BF64741FDD428095CB33941,1,08031,Athmar Park
2,0106000020B808000001000000010300000001000000ED000000AD374ACCA9F54741B3F7E34609E63941F576D187B2F547415099C48BD0E53941218497DDBAF547418767E8B428E53941D04D4AD9BDF54741DCF5C972EAE4394102FBEB18BDF54741C6AC42EDC8E439418A3FF73EBDF547411A9AA403C6E439418A4E44A7BFF547417810967C59E43941F3B49D74C0F547413DE1A66E35E43941FCA5E288C2F547415F86A205DAE33941E9A691FEC3F54741C43B615E93E339414D9A3883C5F5474132DF27966AE33941192D6E64CEF54741F609714FC9E23941C5D15AFCCEF54741C3AA3906BEE239411DF51D70D2F54741C8257BA66EE239413647A695D2F54741030C5E776CE2394196C93847D3F5474168B1FDC03CE23941AD8EB80AD5F547418E7921BABAE1394109FD4080D6F5474118A3C16FA7E13941D166BFBAD9F547415B18814B76E1394146D947E0D9F54741950A641C74E13941398477E5DEF547417956581A50E139413A4F6BE1EBF54741810BD7650BE139416AD42A72F0F54741208CE967F3E03941CA8AEDD4FCF54741B7B6E3CEBBE03941ADEC69440BF6474141A40BBA66E03941A2FABB2F15F6474188F5CDC917E0394128435D9B1BF64741753E3FFBF5DF39418F1E290D22F647411C8FA76ECBDF3941B6A7F69F22F64741AD27796EC7DF39411096909D28F64741B42CBE88A8DF3941935DD2942FF647416AAC0DED8CDF3941451C84B437F6474172E53C4F65DF394146BC371B44F647411ABD7B3F28DF39416222676247F647412FE0894118DF39419E1D9EE755F64741377D3A93D7DE3941A8D33C5362F64741E068B69793DE3941FEC0A19669F647412D8CCF2872DE3941136457B076F647411548139036DE3941B3B13B3982F64741986CC2DE01DE39411854923A89F64741323A4A0ED8DD39419BE9F8BC93F64741BAF18349B2DD394121F3A49699F647414B5B6B6393DD394126B02F14A4F64741BF9CD38A41DD394179F9EC13A7F64741ED6399D130DD394137206A9BB0F64741A86A0D9509DD3941D3EB366AB8F6474135D04AB6EEDC394151641ECDC0F6474189BD1905CEDC3941110908EEC3F64741305C0A4EC1DC3941479A6C7ACAF6474126A7333CA4DC394137EA45189AF64741592513CDA8DC3941FF417B0796F647414CB78A62A4DC3941FF87972F96F647413763EA8E9EDC394100B6BD3005F647415AFFFE28A7DC3941396BBD71ECF547410A160486A6DC394112B2EC6324F54741472A19AB98DC39416FA7D42C17F54741A24E78CB97DC39416F8B0C1BEFF44741A81EF2E595DC3941589A739BE1F44741AD330FC095DC3941EA34DED0CBF44741454D266B94DC3941E13D5A4C8AF447418014E58391DC394158C9425D74F447411B992BE990DC39413431C2BB42F44741941022E98EDC39415990564A0EF447417E7353E18CDC39419B7A44E1BCF3474102432A438BDC39419461738CADF34741E62798EA8CDC3941E6E769F293F34741A5D7DEA490DC3941130B14E47BF34741DE2CBEC094DC3941D9DE95BE69F3474100D51D7897DC3941A5FA904D61F34741CD67D33299DC3941EF0B624F33F347413E2A0FCC9DDC3941E3ED670621F34741EF3297C89FDC39414F31839BE0F24741D4B9E000A6DC3941C4CC466278F24741CB4421E4B0DC3941B365EBF01EF24741B6B58DBFB5DC39415EFCD53FDEF147418350F76AB9DC394160F9BD9BD0F14741B8FD9DFFB9DC3941F45BCF5BCEF14741E3CE5FF9B9DC39418CDAF9AE9EF1474180FF69BCBCDC39416ED9B2CA8EF147417A3E1DA8BDDC3941775869E276F1474132E6DCDABEDC39417E1491BD2EF14741E1161472C2DC3941A9CC08B116F14741AC13C801C4DC394163E7DD940BF1474196858B9DC4DC3941C7A05FF8E9F0474180581670C6DC394105FA35B8DEF047418B597B0BC7DC3941A852A253AFF04741EE528172C9DC3941480BAC0121F04741F9A8FA04D1DC394123EC25F508F047411B36F194D2DC3941D31D1C79F1EF474175B2F96BD3DC3941093E0015D4EF4741B9920390D4DC39414B16B17C7BEF4741794D2DFBD7DC39410E53564066EF4741FA2EC835D9DC3941E71558D05DEF47414030D57BD9DC394145D134B449EF47418CC54D5CDADC39415D9FCB5F0DEF4741706BD0FDDCDC39413ADCA91FF9EE47417AC3F6DDDDDC39417DC1430BA4EE47416C608B53E1DC39418A55947689EE4741581C303AE3DC3941912E996D70EE474176885982E5DC394146FDAF2455EE47412EBB5FC4E7DC39418AD18C2739EE47412928C161EADC3941039E95F1FEED47418DAF2D65E9DC3941D1A9FBB1E1ED4741D98CAFCFE9DC39418A4CA299CCED4741B121060BEBDC394105957875B1ED4741D75DDB35ECDC39418E543691A1ED4741AC883222EDDC3941A95D0F5196ED4741298FF8BDEDDC394174F47EE867ED47410F0B4729F0DC3941337A7FC05FED474154BA4470F0DC3941320B187844ED4741357816F8F1DC394191A7A2D71AED474113755413F4DC39415D7845F69DEC47412C1B7965FADC3941F5C4933174EC47412BB6DCDDFCDC39412378DC8976EC4741C71D30030EDD3941BE926EEB7BEC47415198C5AE34DD3941CB6D03008BEC47412DDC5E5E91DD39415267D06694EC4741FA6CE692CDDD394163FC5FFAA0EC4741AE68950820DE394171C84293E1EC4741146F0A3EE6DF3941348843F9EDEC4741F63BF48A46E03941DD50C1C9F6EC4741B34B4AD98BE039413B20B686FAEC47410964BCBEA1E039412720CAEE04ED4741E14977F2D5E03941F17F27730FED474192D3627115E13941D961595313ED47410C7CF96E2CE139416A1CB7981CED474131016BA164E1394172C4EDCF1EED474180705C6771E1394114551F8C22ED474149B0916488E13941ADADD7450DED47410479C23202E239419C68F1B784ED4741BED665EE50E93941AB5A74E469EE4741E89D4C1D91EB39413C6515B66BEE4741233D936994EB394143F89F7C8CEE4741A7453E4CC2EB3941055570DE9DEE47415EC8256DD5EB3941080E3A3FA8EE4741295B3B02DFEB39419B7666BEC2EE4741129346FAFAEB3941D644739ED7EE4741834D682816EC3941F222E37C14EF47417FF7288B81EC3941983FDFB83DEF4741BEFD9ADEDAEC3941BCBC3DB556EF4741E57EE6CC1DED3941AD72773F8BEF47415D0FB57B95ED3941DBDA92DEA5EF47415742D45FEBED39415DE77055BDEF474117506CD124EE39411131142CCBEF4741A2E42A7942EE394167E8FB47FAEF4741E313826DA6EE39412E094D8702F047413EF07700B8EE3941CF4A4B2750F04741BBCBFFBB4CEF39411DC6DB255EF04741110E2F9064EF3941CC401C0573F04741FC7E2B7980EF3941D9E0AB0581F04741D4C85B6395EF3941F383246A8FF04741B0A3C8F6B5EF394140B0013FBDF04741DC56C7E91DF03941E322D419CAF04741522CB2313BF039414DC408D2CFF047414436F9A54BF03941C682A9F3DAF04741C4198F6376F0394184AB56A5DBF04741F860C5AC79F03941272840F6EBF04741FFFB08AAAAF039410201A2D6F7F047410924BEBFC5F039411C7315CC28F14741506F6D9E20F139412DE6E63D35F1474107C7358639F13941367DFB853CF147416988C32A44F139416F8A85DB41F147411A6F932347F1394188EF9BC646F14741E276B5EB47F13941876EF2645DF14741AACA31A14DF139418BB94EC967F14741BB6FCBBF51F13941A480A6386FF147419F067AA857F13941073A049273F14741C8F0D2FB5AF139419A27A91074F147410B0D580840F13941EA78778A75F14741560C592F26F139411C80E47B76F1474107AA3B6701F13941F0485A8078F14741E29F1636EFF03941A0A7FEFD7EF14741A67F8A72B2F039413A1B21DC88F14741074B98A074F039418FFB66E490F14741540B9AB339F03941107E5AF295F147417EF5F93608F03941FE616A769AF14741ACEABEFACDEF3941A10C56799DF147416CA3D027B8EF39414B584F7A9EF14741773D81E1B0EF3941E5FB21C1A2F14741698415129BEF3941661DEA4DA7F14741CEB3752D88EF3941F682363DAFF1474198AF6C5071EF3941ADFD4B07B6F14741231B901662EF3941AFE7CF26C6F147417D1057903EEF3941CC0E4F6BE2F14741A113D52207EF39418F921D87E5F14741D539635701EF394144E520C620F24741EF7DD2F183EE3941AAE98D7C62F2474155A7A3FB06EE3941556F769068F2474197D32307FBED3941A19217AF6AF247414F0B3C0BF7ED3941D7F7C23B95F2474109A48689A1ED39410D84DA3398F2474130F875609BED3941C4055F1BA1F2474115FB05FD89ED3941CFAB38EFA3F2474118FAD13084ED394188F959DCAAF24741271C6D6C76ED394118315F3EAFF24741F04A435D6DED394117B223A0B3F24741912A5AAB64ED39416FA94ECBBEF24741B41E69D74DED3941783128DBFCF24741F597B5BFCFEC3941EBE1F7820FF347415FF681E3ABEC394175F0DEC92AF347413D1EA75D77EC3941F999EA6E3EF347417A00F9B151EC3941BB7481E256F34741883ED93D22EC3941CF357B6378F347417A1B05DADEEB394138C522AD85F34741FC368A67C4EB39415CF69AC08BF34741C3F79D2DB9EB394112A9986791F34741677305ADAEEB394174F29AF0A1F347415E3B102A8FEB3941B3285B73A7F3474106F0540685EB3941637F7F76C0F34741328B634E56EB39416EE284CDE2F34741F74F14D715EB394168DAAA0208F447415C569501C1EA394102FA159018F44741E4CF6C4D9BEA39419F59107D1FF44741279763E68DEA394168520B6B33F447415A31F02367EA3941AA087C303BF447413CADC40459EA3941036DA6BD49F447414E2D71503FEA39417E3915255AF447417D06F3851CEA3941F76D0B0E70F44741755A0A6AF1E9394155FD98B48EF447418F288BA8BDE939418D5191E895F44741263256B7B1E93941F1560EF6AAF44741CD09A4B28BE93941F9D12AD7B5F447415B68682578E939419A61B131BDF44741EAC8169068E93941E098BDB2C3F447419F9BEA275BE93941010CC294E8F4474102734EB616E9394123CE1E4FF4F447418BDC355901E93941515D5EF0FBF447412577F596F3E83941DFA28F6606F547412E0A9293DEE83941BB44A77B0CF54741E59F3B2AD1E8394180E7C36B13F5474179B83E64BFE8394141594C4D33F5474113C4AD6665E83941E77B76435CF54741ED3AEB46BAE7394198E2A2AF61F547410E46CD319DE73941CF3789CB88F547416745A428C8E63941F49200A49AF54741FBEDE0A265E6394155354B5AA1F5474134504CD33FE63941AD374ACCA9F54741B3F7E34609E63941,2,08031,Auraria
